			Number of Travelers		Travel Time		Travel Delay		Travel Distance					Number of Travelers		Travel Time		Travel Delay		Travel Distance					Number of Travelers		Travel Time		Travel Delay		Travel Distance					Number of Travelers		Travel Time		Travel Delay		Travel Distance					Number of Travelers		Travel Time		Travel Delay		Travel Distance					Number of Travelers		Travel Time		Travel Delay		Travel Distance				
IH 635 Westbound	01:40:00	Car	2892	100.00	9331.52	3.23	577.42	0.20	9995.07	3.46			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	2892	100.00	9331.52	3.23	577.42	0.20	9995.07	3.46			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
SH 190 Eastbound	01:40:00	Car	1004	100.00	2918.30	2.91	167.85	0.17	3175.00	3.16			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	1004	100.00	2918.30	2.91	167.85	0.17	3175.00	3.16			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
SH 190 Westbound	01:40:00	Car	1301	100.00	3941.30	3.03	252.35	0.19	4204.27	3.23			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	1301	100.00	3941.30	3.03	252.35	0.19	4204.27	3.23			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
US 75 Frontage Rd Northbound	01:40:00	Car	13275	100.00	29036.11	2.19	13815.23	1.04	10281.00	0.77			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	13275	100.00	29076.11	2.19	13838.15	1.04	10292.58	0.78			Truck	11	N/A	40.00	3.64	22.92	2.08	11.58	1.05			
US 75 Frontage Rd Southbound	01:40:00	Car	11098	100.00	15617.60	1.41	3701.47	0.33	7886.35	0.71			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	11098	100.00	15655.40	1.41	3707.23	0.33	7908.41	0.71			Truck	24	N/A	37.80	1.57	5.76	0.24	22.06	0.92			
US 75 HOV Northbound	01:40:00	Car	190	100.00	1291.00	6.79	33.64	0.18	1297.75	6.83			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	190	100.00	1291.00	6.79	33.64	0.18	1297.75	6.83			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
US 75 HOV Southbound	01:40:00	Car	86	100.00	537.40	6.25	20.92	0.24	541.18	6.29			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	86	100.00	537.40	6.25	20.92	0.24	541.18	6.29			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
US 75 Northbound	01:40:00	Car	8792	100.00	59038.78	6.72	14092.46	1.60	50223.97	5.71			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	8792	100.00	59077.18	6.72	14098.87	1.60	50259.62	5.72			Truck	5	N/A	38.40	7.68	6.41	1.28	35.64	7.13			
US 75 Southbound	01:40:00	Car	6614	100.00	42758.40	6.46	4482.27	0.68	43132.58	6.52			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	6614	100.00	42798.80	6.47	4485.64	0.68	43174.23	6.53			Truck	6	N/A	40.40	6.73	3.37	0.56	41.66	6.94			
Entire System	01:45:00	Car	65859	98.12	541971.25	8.23	141689.23	2.15	307490.91	4.67			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	1261	1.88	12069.30	9.57	854.49	0.68	11738.81	9.31			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	67120	100.00	554769.56	8.27	142737.86	2.13	319584.97	4.76			Truck	29	N/A	729.40	25.15	194.13	6.69	355.52	12.26			
Greenville Ave Northbound	01:45:00	Car	5297	100.00	13382.10	2.53	2974.30	0.56	6508.57	1.23			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	5297	100.00	13417.50	2.53	2983.21	0.56	6525.60	1.23			Truck	10	N/A	35.40	3.54	8.92	0.89	17.04	1.70			
Greenville Ave Southbound	01:45:00	Car	3072	100.00	6831.60	2.22	1361.95	0.44	3439.08	1.12			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	3072	100.00	6871.00	2.24	1373.61	0.45	3457.00	1.13			Truck	10	N/A	39.40	3.94	11.66	1.17	17.93	1.79			
IH 635 Eastbound	01:45:00	Car	4849	100.00	35898.07	7.40	20013.49	4.13	18030.36	3.72			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	4849	100.00	35898.07	7.40	20013.49	4.13	18030.36	3.72			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
IH 635 Westbound	01:45:00	Car	2909	100.00	9502.61	3.27	585.33	0.20	10173.64	3.50			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	2909	100.00	9502.61	3.27	585.33	0.20	10173.64	3.50			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
SH 190 Eastbound	01:45:00	Car	1011	100.00	2833.21	2.80	165.57	0.16	3076.47	3.04			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	1011	100.00	2833.21	2.80	165.57	0.16	3076.47	3.04			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
SH 190 Westbound	01:45:00	Car	1304	100.00	4003.60	3.07	260.18	0.20	4262.49	3.27			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	1304	100.00	4003.60	3.07	260.18	0.20	4262.49	3.27			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
US 75 Frontage Rd Northbound	01:45:00	Car	13248	100.00	29986.82	2.26	15124.43	1.14	10027.70	0.76			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	13248	100.00	30030.72	2.27	15147.08	1.14	10042.02	0.76			Truck	11	N/A	43.90	3.99	22.64	2.06	14.33	1.30			
US 75 Frontage Rd Southbound	01:45:00	Car	11025	100.00	15784.29	1.43	3832.93	0.35	7887.90	0.72			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	11025	100.00	15810.69	1.43	3837.65	0.35	7902.45	0.72			Truck	23	N/A	26.40	1.15	4.73	0.21	14.54	0.63			
US 75 HOV Northbound	01:45:00	Car	202	100.00	1430.00	7.08	37.05	0.18	1450.24	7.18			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	202	100.00	1430.00	7.08	37.05	0.18	1450.24	7.18			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
US 75 HOV Southbound	01:45:00	Car	82	100.00	568.40	6.93	21.46	0.26	572.05	6.98			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	82	100.00	568.40	6.93	21.46	0.26	572.05	6.98			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
US 75 Northbound	01:45:00	Car	8920	100.00	60315.99	6.76	15131.14	1.70	50388.38	5.65			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	8920	100.00	60343.50	6.76	15136.58	1.70	50412.90	5.65			Truck	3	N/A	27.50	9.17	5.44	1.81	24.52	8.17			
US 75 Southbound	01:45:00	Car	6614	100.00	42942.29	6.49	4571.43	0.69	43174.51	6.53			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	6614	100.00	42967.79	6.50	4573.42	0.69	43200.66	6.53			Truck	4	N/A	25.50	6.38	1.99	0.50	26.15	6.54			
Entire System	01:50:00	Car	65970	98.15	550767.75	8.35	147330.00	2.23	309534.19	4.69			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	1245	1.85	11978.90	9.62	831.22	0.67	11665.88	9.37			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	67215	100.00	563450.44	8.38	148355.84	2.21	321535.72	4.78			Truck	25	N/A	704.10	28.16	194.63	7.79	335.54	13.42			
Greenville Ave Northbound	01:50:00	Car	5386	100.00	13674.30	2.54	3216.61	0.60	6560.02	1.22			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	5386	100.00	13707.50	2.55	3227.71	0.60	6574.22	1.22			Truck	10	N/A	33.20	3.32	11.10	1.11	14.21	1.42			
Greenville Ave Southbound	01:50:00	Car	3078	100.00	6870.80	2.23	1375.27	0.45	3449.89	1.12			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	3078	100.00	6903.00	2.24	1383.68	0.45	3465.42	1.13			Truck	11	N/A	32.20	2.93	8.41	0.76	15.53	1.41			
IH 635 Eastbound	01:50:00	Car	4913	100.00	38078.12	7.75	21924.67	4.46	18323.22	3.73			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	4913	100.00	38078.12	7.75	21924.67	4.46	18323.22	3.73			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
IH 635 Westbound	01:50:00	Car	2947	100.00	9562.31	3.24	588.29	0.20	10239.24	3.47			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	2947	100.00	9562.31	3.24	588.29	0.20	10239.24	3.47			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
SH 190 Eastbound	01:50:00	Car	1033	100.00	2874.41	2.78	167.38	0.16	3123.39	3.02			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	1033	100.00	2874.41	2.78	167.38	0.16	3123.39	3.02			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
SH 190 Westbound	01:50:00	Car	1374	100.00	4203.70	3.06	269.97	0.20	4474.40	3.26			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	1374	100.00	4203.70	3.06	269.97	0.20	4474.40	3.26			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
US 75 Frontage Rd Northbound	01:50:00	Car	13365	100.00	29660.52	2.22	15319.12	1.15	9647.75	0.72			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	13365	100.00	29706.22	2.22	15343.56	1.15	9662.10	0.72			Truck	12	N/A	45.70	3.81	24.44	2.04	14.34	1.20			
US 75 Frontage Rd Southbound	01:50:00	Car	11049	100.00	15785.11	1.43	3827.40	0.35	7887.27	0.71			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	11049	100.00	15811.00	1.43	3832.75	0.35	7901.06	0.72			Truck	20	N/A	25.90	1.29	5.35	0.27	13.79	0.69			
US 75 HOV Northbound	01:50:00	Car	210	100.00	1443.40	6.87	37.01	0.18	1465.41	6.98			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	210	100.00	1443.40	6.87	37.01	0.18	1465.41	6.98			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
US 75 HOV Southbound	01:50:00	Car	86	100.00	560.00	6.51	21.39	0.25	563.29	6.55			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	86	100.00	560.00	6.51	21.39	0.25	563.29	6.55			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
US 75 Northbound	01:50:00	Car	9019	100.00	61892.48	6.86	16250.88	1.80	50809.18	5.63			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	9019	100.00	61920.29	6.87	16257.29	1.80	50832.89	5.64			Truck	5	N/A	27.80	5.56	6.41	1.28	23.72	4.74			
US 75 Southbound	01:50:00	Car	6606	100.00	42747.10	6.47	4658.81	0.71	42805.07	6.48			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	6606	100.00	42764.90	6.47	4660.58	0.71	42823.04	6.48			Truck	4	N/A	17.80	4.45	1.76	0.44	17.97	4.49			
Entire System	01:55:00	Car	66528	98.14	556882.25	8.37	150566.64	2.26	311623.28	4.68			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	1262	1.86	11877.00	9.41	840.28	0.67	11556.52	9.16			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	67790	100.00	569411.44	8.40	151588.55	2.24	323490.22	4.77			Truck	26	N/A	652.30	25.09	181.62	6.99	310.41	11.94			
Greenville Ave Northbound	01:55:00	Car	5289	100.00	14040.30	2.65	3403.69	0.64	6653.15	1.26			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	5289	100.00	14071.90	2.66	3414.66	0.65	6666.60	1.26			Truck	9	N/A	31.60	3.51	10.97	1.22	13.45	1.49			
Greenville Ave Southbound	01:55:00	Car	3051	100.00	6777.00	2.22	1349.61	0.44	3417.16	1.12			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	3051	100.00	6805.40	2.23	1358.82	0.45	3429.24	1.12			Truck	10	N/A	28.40	2.84	9.21	0.92	12.07	1.21			
IH 635 Eastbound	01:55:00	Car	5062	100.00	40597.59	8.02	24020.47	4.75	18795.86	3.71			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	5062	100.00	40597.59	8.02	24020.47	4.75	18795.86	3.71			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
IH 635 Westbound	01:55:00	Car	3041	100.00	9897.51	3.25	604.50	0.20	10606.04	3.49			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	3041	100.00	9897.51	3.25	604.50	0.20	10606.04	3.49			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
SH 190 Eastbound	01:55:00	Car	1003	100.00	2862.61	2.85	166.85	0.17	3109.86	3.10			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	1003	100.00	2862.61	2.85	166.85	0.17	3109.86	3.10			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
SH 190 Westbound	01:55:00	Car	1402	100.00	4347.60	3.10	283.14	0.20	4630.06	3.30			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	1402	100.00	4347.60	3.10	283.14	0.20	4630.06	3.30			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
US 75 Frontage Rd Northbound	01:55:00	Car	13508	100.00	28580.22	2.12	14403.75	1.07	9514.73	0.70			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	13508	100.00	28619.62	2.12	14426.67	1.07	9525.78	0.71			Truck	10	N/A	39.40	3.94	22.92	2.29	11.05	1.10			
US 75 Frontage Rd Southbound	01:55:00	Car	11129	100.00	15777.01	1.42	3791.26	0.34	7904.97	0.71			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	11129	100.00	15797.81	1.42	3796.24	0.34	7915.50	0.71			Truck	17	N/A	20.80	1.22	4.97	0.29	10.53	0.62			
US 75 HOV Northbound	01:55:00	Car	208	100.00	1439.40	6.92	38.63	0.19	1474.48	7.09			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	208	100.00	1439.40	6.92	38.63	0.19	1474.48	7.09			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
US 75 HOV Southbound	01:55:00	Car	84	100.00	501.40	5.97	18.72	0.22	508.38	6.05			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	84	100.00	501.40	5.97	18.72	0.22	508.38	6.05			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
US 75 Northbound	01:55:00	Car	9033	100.00	63798.25	7.06	17710.43	1.96	51188.27	5.67			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	9033	100.00	63830.64	7.07	17718.08	1.96	51215.43	5.67			Truck	3	N/A	32.40	10.80	7.65	2.55	27.16	9.05			
US 75 Southbound	01:55:00	Car	6574	100.00	42551.41	6.47	4759.48	0.72	42408.33	6.45			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	6574	100.00	42567.11	6.48	4761.42	0.72	42423.82	6.45			Truck	3	N/A	15.70	5.23	1.93	0.64	15.49	5.16			
Entire System	02:00:00	Car	66347	98.13	559739.56	8.44	152743.80	2.30	311920.19	4.70			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	1265	1.87	11679.10	9.23	814.63	0.64	11380.96	9.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	67612	100.00	572019.12	8.46	153723.77	2.27	323588.00	4.79			Truck	24	N/A	600.40	25.02	165.34	6.89	287.00	11.96			
Greenville Ave Northbound	02:00:00	Car	5303	100.00	14703.00	2.77	3594.19	0.68	6940.66	1.31			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	5303	100.00	14726.80	2.78	3601.40	0.68	6951.80	1.31			Truck	7	N/A	23.80	3.40	7.21	1.03	11.14	1.59			
Greenville Ave Southbound	02:00:00	Car	3027	100.00	6655.60	2.20	1321.74	0.44	3357.38	1.11			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	3027	100.00	6678.00	2.21	1327.95	0.44	3367.70	1.11			Truck	8	N/A	22.40	2.80	6.21	0.78	10.32	1.29			
IH 635 Eastbound	02:00:00	Car	5163	100.00	42878.08	8.30	26376.40	5.11	18716.51	3.63			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	5163	100.00	42878.08	8.30	26376.40	5.11	18716.51	3.63			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
IH 635 Westbound	02:00:00	Car	3066	100.00	9988.71	3.26	614.75	0.20	10706.12	3.49			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	3066	100.00	9988.71	3.26	614.75	0.20	10706.12	3.49			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
SH 190 Eastbound	02:00:00	Car	964	100.00	2859.61	2.97	166.18	0.17	3098.96	3.21			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	964	100.00	2859.61	2.97	166.18	0.17	3098.96	3.21			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
SH 190 Westbound	02:00:00	Car	1398	100.00	4193.00	3.00	274.64	0.20	4476.09	3.20			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	1398	100.00	4193.00	3.00	274.64	0.20	4476.09	3.20			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
US 75 Frontage Rd Northbound	02:00:00	Car	13681	100.00	27345.41	2.00	13090.84	0.96	9543.87	0.70			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	13681	100.00	27382.61	2.00	13109.61	0.96	9555.99	0.70			Truck	9	N/A	37.20	4.13	18.76	2.08	12.11	1.35			
US 75 Frontage Rd Southbound	02:00:00	Car	11149	100.00	16157.91	1.45	3939.90	0.35	8055.45	0.72			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	11149	100.00	16176.61	1.45	3945.63	0.35	8064.25	0.72			Truck	15	N/A	18.70	1.25	5.73	0.38	8.80	0.59			
US 75 HOV Northbound	02:00:00	Car	186	100.00	1432.40	7.70	38.51	0.21	1455.99	7.83			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	186	100.00	1432.40	7.70	38.51	0.21	1455.99	7.83			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
US 75 HOV Southbound	02:00:00	Car	76	100.00	423.80	5.58	15.65	0.21	430.48	5.66			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	76	100.00	423.80	5.58	15.65	0.21	430.48	5.66			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
US 75 Northbound	02:00:00	Car	9048	100.00	65210.08	7.21	18891.82	2.09	51323.36	5.67			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	9048	100.00	65238.38	7.21	18896.96	2.09	51348.80	5.68			Truck	3	N/A	28.30	9.43	5.14	1.71	25.45	8.48			
