			Number of Travelers		Travel Time		Travel Delay		Travel Distance					Number of Travelers		Travel Time		Travel Delay		Travel Distance					Number of Travelers		Travel Time		Travel Delay		Travel Distance					Number of Travelers		Travel Time		Travel Delay		Travel Distance					Number of Travelers		Travel Time		Travel Delay		Travel Distance					Number of Travelers		Travel Time		Travel Delay		Travel Distance				
Entire System	01:30:00	Car	64918	98.35	513283.94	7.91	117210.41	1.81	302260.88	4.66			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	1086	1.65	9599.30	8.84	673.90	0.62	9347.65	8.61			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	66004	100.00	523676.50	7.93	118075.88	1.79	312028.19	4.73			Truck	25	N/A	793.30	31.73	191.57	7.66	419.79	16.79			
Greenville Ave Northbound	01:30:00	Car	4953	100.00	13417.80	2.71	3082.57	0.62	6469.94	1.31			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	4953	100.00	13441.60	2.71	3090.73	0.62	6479.84	1.31			Truck	9	N/A	23.80	2.64	8.16	0.91	9.90	1.10			
Greenville Ave Southbound	01:30:00	Car	2993	100.00	6997.30	2.34	1376.94	0.46	3538.61	1.18			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	2993	100.00	7037.00	2.35	1386.53	0.46	3557.78	1.19			Truck	9	N/A	39.70	4.41	9.59	1.07	19.17	2.13			
IH 635 Eastbound	01:30:00	Car	4639	100.00	27196.60	5.86	9893.96	2.13	19697.68	4.25			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	4639	100.00	27196.60	5.86	9893.96	2.13	19697.68	4.25			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
IH 635 Westbound	01:30:00	Car	2888	100.00	9247.51	3.20	575.79	0.20	9911.71	3.43			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	2888	100.00	9247.51	3.20	575.79	0.20	9911.71	3.43			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
SH 190 Eastbound	01:30:00	Car	971	100.00	2875.70	2.96	163.74	0.17	3119.19	3.21			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	971	100.00	2875.70	2.96	163.74	0.17	3119.19	3.21			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
SH 190 Westbound	01:30:00	Car	1266	100.00	3817.70	3.02	244.93	0.19	4078.04	3.22			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	1266	100.00	3817.70	3.02	244.93	0.19	4078.04	3.22			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
US 75 Frontage Rd Northbound	01:30:00	Car	13584	100.00	23616.19	1.74	8594.89	0.63	10136.18	0.75			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	13584	100.00	23660.19	1.74	8612.68	0.63	10154.64	0.75			Truck	13	N/A	44.00	3.38	17.78	1.37	18.47	1.42			
US 75 Frontage Rd Southbound	01:30:00	Car	10983	100.00	16499.19	1.50	4118.57	0.37	8190.71	0.75			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	10983	100.00	16538.10	1.51	4125.79	0.38	8212.35	0.75			Truck	23	N/A	38.90	1.69	7.22	0.31	21.64	0.94			
US 75 HOV Northbound	01:30:00	Car	290	100.00	1617.20	5.58	36.83	0.13	1646.26	5.68			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	290	100.00	1617.20	5.58	36.83	0.13	1646.26	5.68			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
US 75 HOV Southbound	01:30:00	Car	86	100.00	576.60	6.70	20.49	0.24	582.56	6.77			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	86	100.00	576.60	6.70	20.49	0.24	582.56	6.77			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
US 75 Northbound	01:30:00	Car	8326	100.00	55494.95	6.67	11300.83	1.36	49290.49	5.92			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	8326	100.00	55539.35	6.67	11306.31	1.36	49333.73	5.93			Truck	6	N/A	44.40	7.40	5.48	0.91	43.24	7.21			
US 75 Southbound	01:30:00	Car	5952	100.00	37943.01	6.37	4458.74	0.75	37470.71	6.30			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	5952	100.00	37997.71	6.38	4463.15	0.75	37526.82	6.30			Truck	6	N/A	54.70	9.12	4.41	0.73	56.11	9.35			
Entire System	01:35:00	Car	65552	98.34	525391.25	8.01	124999.86	1.91	306204.91	4.67			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	1104	1.66	9582.10	8.68	735.17	0.67	9273.32	8.40			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	66656	100.00	535709.19	8.04	125924.27	1.89	315864.53	4.74			Truck	20	N/A	736.10	36.81	189.23	9.46	386.49	19.32			
Greenville Ave Northbound	01:35:00	Car	5075	100.00	14153.31	2.79	3351.50	0.66	6755.30	1.33			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	5075	100.00	14180.91	2.79	3359.90	0.66	6767.54	1.33			Truck	10	N/A	27.60	2.76	8.40	0.84	12.24	1.22			
Greenville Ave Southbound	01:35:00	Car	2993	100.00	7071.40	2.36	1454.87	0.49	3524.09	1.18			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	2993	100.00	7112.00	2.38	1465.79	0.49	3542.71	1.18			Truck	11	N/A	40.60	3.69	10.93	0.99	18.62	1.69			
IH 635 Eastbound	01:35:00	Car	4690	100.00	30274.26	6.46	12854.89	2.74	19811.24	4.22			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	4690	100.00	30274.26	6.46	12854.89	2.74	19811.24	4.22			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
IH 635 Westbound	01:35:00	Car	2971	100.00	9356.82	3.15	581.80	0.20	10028.79	3.38			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	2971	100.00	9356.82	3.15	581.80	0.20	10028.79	3.38			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
SH 190 Eastbound	01:35:00	Car	1005	100.00	2883.71	2.87	165.63	0.16	3133.39	3.12			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	1005	100.00	2883.71	2.87	165.63	0.16	3133.39	3.12			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
SH 190 Westbound	01:35:00	Car	1301	100.00	3844.60	2.96	247.15	0.19	4105.14	3.16			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	1301	100.00	3844.60	2.96	247.15	0.19	4105.14	3.16			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
US 75 Frontage Rd Northbound	01:35:00	Car	13703	100.00	24557.32	1.79	9062.92	0.66	10432.07	0.76			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	13703	100.00	24599.02	1.80	9086.57	0.66	10444.48	0.76			Truck	11	N/A	41.70	3.79	23.64	2.15	12.41	1.13			
US 75 Frontage Rd Southbound	01:35:00	Car	10769	100.00	15682.90	1.46	3869.80	0.36	7826.14	0.73			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	10769	100.00	15731.10	1.46	3878.66	0.36	7853.18	0.73			Truck	22	N/A	48.20	2.19	8.86	0.40	27.03	1.23			
US 75 HOV Northbound	01:35:00	Car	342	100.00	1942.40	5.68	44.27	0.13	1964.93	5.75			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	342	100.00	1942.40	5.68	44.27	0.13	1964.93	5.75			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
US 75 HOV Southbound	01:35:00	Car	84	100.00	537.20	6.40	18.59	0.22	542.17	6.45			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	84	100.00	537.20	6.40	18.59	0.22	542.17	6.45			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
US 75 Northbound	01:35:00	Car	8667	100.00	58473.76	6.75	11990.29	1.38	51800.14	5.98			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	8667	100.00	58518.16	6.75	11996.16	1.38	51842.95	5.98			Truck	6	N/A	44.40	7.40	5.87	0.98	42.81	7.13			
US 75 Southbound	01:35:00	Car	6023	100.00	38105.02	6.33	4625.13	0.77	37414.41	6.21			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	6023	100.00	38157.82	6.34	4629.81	0.77	37468.10	6.22			Truck	4	N/A	52.80	13.20	4.68	1.17	53.69	13.42			
Entire System	01:40:00	Car	66026	98.31	536198.38	8.12	133381.64	2.02	308205.72	4.67			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	1137	1.69	9548.10	8.40	723.44	0.64	9250.93	8.14			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	67163	100.00	546467.00	8.14	134298.53	2.00	317821.66	4.73			Truck	19	N/A	720.60	37.93	193.46	10.18	364.86	19.20			
Greenville Ave Northbound	01:40:00	Car	5038	100.00	14115.21	2.80	3350.25	0.66	6738.47	1.34			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	5038	100.00	14148.61	2.81	3359.90	0.67	6753.75	1.34			Truck	12	N/A	33.40	2.78	9.64	0.80	15.27	1.27			
Greenville Ave Southbound	01:40:00	Car	3028	100.00	7034.00	2.32	1443.05	0.48	3503.77	1.16			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	3028	100.00	7075.20	2.34	1453.79	0.48	3523.27	1.16			Truck	10	N/A	41.20	4.12	10.74	1.07	19.50	1.95			
IH 635 Eastbound	01:40:00	Car	4726	100.00	33959.07	7.19	16574.88	3.51	19766.29	4.18			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	4726	100.00	33959.07	7.19	16574.88	3.51	19766.29	4.18			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
IH 635 Westbound	01:40:00	Car	2964	100.00	9405.51	3.17	586.88	0.20	10075.31	3.40			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	2964	100.00	9405.51	3.17	586.88	0.20	10075.31	3.40			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
SH 190 Eastbound	01:40:00	Car	1015	100.00	2841.21	2.80	164.64	0.16	3086.53	3.04			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	1015	100.00	2841.21	2.80	164.64	0.16	3086.53	3.04			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
SH 190 Westbound	01:40:00	Car	1296	100.00	3918.40	3.02	251.93	0.19	4181.71	3.23			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	1296	100.00	3918.40	3.02	251.93	0.19	4181.71	3.23			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
US 75 Frontage Rd Northbound	01:40:00	Car	13699	100.00	25493.29	1.86	9945.00	0.73	10455.92	0.76			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	13699	100.00	25535.29	1.86	9970.48	0.73	10467.15	0.76			Truck	11	N/A	42.00	3.82	25.48	2.32	11.24	1.02			
US 75 Frontage Rd Southbound	01:40:00	Car	10591	100.00	14907.80	1.41	3516.13	0.33	7543.40	0.71			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	10591	100.00	14952.70	1.41	3523.68	0.33	7568.99	0.71			Truck	21	N/A	44.90	2.14	7.54	0.36	25.59	1.22			
US 75 HOV Northbound	01:40:00	Car	388	100.00	2190.80	5.65	49.69	0.13	2228.52	5.74			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	388	100.00	2190.80	5.65	49.69	0.13	2228.52	5.74			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
US 75 HOV Southbound	01:40:00	Car	94	100.00	565.40	6.01	18.76	0.20	571.36	6.08			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	94	100.00	565.40	6.01	18.76	0.20	571.36	6.08			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
US 75 Northbound	01:40:00	Car	8968	100.00	60568.44	6.75	12813.04	1.43	53183.09	5.93			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	8968	100.00	60607.44	6.76	12818.96	1.43	53219.73	5.93			Truck	6	N/A	39.00	6.50	5.92	0.99	36.64	6.11			
US 75 Southbound	01:40:00	Car	6001	100.00	38124.79	6.35	4937.32	0.82	37055.73	6.17			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	6001	100.00	38166.59	6.36	4941.63	0.82	37097.47	6.18			Truck	5	N/A	41.80	8.36	4.32	0.86	41.74	8.35			
Entire System	01:45:00	Car	66375	98.34	545580.88	8.22	141852.09	2.14	308882.75	4.65			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	1122	1.66	9556.60	8.52	710.53	0.63	9273.57	8.27			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	67497	100.00	555863.94	8.24	142755.02	2.11	318511.50	4.72			Truck	19	N/A	726.60	38.24	192.39	10.13	355.36	18.70			
Greenville Ave Northbound	01:45:00	Car	5185	100.00	13991.01	2.70	3322.80	0.64	6660.27	1.28			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	5185	100.00	14020.51	2.70	3330.89	0.64	6674.08	1.29			Truck	10	N/A	29.50	2.95	8.09	0.81	13.81	1.38			
Greenville Ave Southbound	01:45:00	Car	3062	100.00	7118.10	2.32	1477.39	0.48	3539.25	1.16			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	3062	100.00	7156.70	2.34	1488.14	0.49	3557.12	1.16			Truck	9	N/A	38.60	4.29	10.75	1.19	17.87	1.99			
IH 635 Eastbound	01:45:00	Car	4788	100.00	37781.55	7.89	20765.25	4.34	19332.93	4.04			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	4788	100.00	37781.55	7.89	20765.25	4.34	19332.93	4.04			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
IH 635 Westbound	01:45:00	Car	2983	100.00	9466.71	3.17	587.51	0.20	10142.37	3.40			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	2983	100.00	9466.71	3.17	587.51	0.20	10142.37	3.40			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
SH 190 Eastbound	01:45:00	Car	1001	100.00	2878.40	2.88	166.89	0.17	3120.82	3.12			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	1001	100.00	2878.40	2.88	166.89	0.17	3120.82	3.12			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
SH 190 Westbound	01:45:00	Car	1288	100.00	3939.90	3.06	250.26	0.19	4206.93	3.27			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	1288	100.00	3939.90	3.06	250.26	0.19	4206.93	3.27			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
US 75 Frontage Rd Northbound	01:45:00	Car	13632	100.00	26404.11	1.94	11040.50	0.81	10311.63	0.76			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	13632	100.00	26446.51	1.94	11064.11	0.81	10324.26	0.76			Truck	9	N/A	42.40	4.71	23.62	2.62	12.63	1.40			
US 75 Frontage Rd Southbound	01:45:00	Car	10492	100.00	14651.60	1.40	3362.28	0.32	7459.91	0.71			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	10492	100.00	14685.80	1.40	3369.65	0.32	7477.84	0.71			Truck	19	N/A	34.20	1.80	7.37	0.39	17.93	0.94			
US 75 HOV Northbound	01:45:00	Car	412	100.00	2287.80	5.55	53.61	0.13	2335.27	5.67			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	412	100.00	2287.80	5.55	53.61	0.13	2335.27	5.67			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
US 75 HOV Southbound	01:45:00	Car	96	100.00	634.00	6.60	20.21	0.21	639.22	6.66			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	96	100.00	634.00	6.60	20.21	0.21	639.22	6.66			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
US 75 Northbound	01:45:00	Car	9066	100.00	62206.75	6.86	13602.14	1.50	54098.96	5.97			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	9066	100.00	62234.05	6.86	13606.44	1.50	54124.34	5.97			Truck	4	N/A	27.30	6.83	4.30	1.08	25.38	6.35			
US 75 Southbound	01:45:00	Car	5974	100.00	38260.51	6.40	5369.02	0.90	36685.32	6.14			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	5974	100.00	38287.11	6.41	5371.56	0.90	36712.12	6.15			Truck	3	N/A	26.60	8.87	2.54	0.85	26.80	8.93			
Entire System	01:50:00	Car	66828	98.39	555917.19	8.32	150960.67	2.26	309215.72	4.63			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	1093	1.61	9609.60	8.79	710.87	0.65	9330.47	8.54			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	67921	100.00	566230.75	8.34	151866.22	2.24	318882.19	4.69			Truck	20	N/A	704.10	35.21	194.70	9.73	336.03	16.80			
Greenville Ave Northbound	01:50:00	Car	5322	100.00	14210.02	2.67	3378.05	0.63	6753.03	1.27			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	5322	100.00	14242.72	2.68	3386.79	0.64	6768.55	1.27			Truck	10	N/A	32.70	3.27	8.74	0.87	15.52	1.55			
Greenville Ave Southbound	01:50:00	Car	3120	100.00	7105.50	2.28	1482.08	0.48	3523.83	1.13			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	3120	100.00	7136.70	2.29	1489.84	0.48	3539.01	1.13			Truck	10	N/A	31.20	3.12	7.76	0.78	15.18	1.52			
IH 635 Eastbound	01:50:00	Car	4907	100.00	41754.83	8.51	25056.66	5.11	18954.45	3.86			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	4907	100.00	41754.83	8.51	25056.67	5.11	18954.45	3.86			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
IH 635 Westbound	01:50:00	Car	3024	100.00	9492.72	3.14	586.42	0.19	10176.42	3.37			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	3024	100.00	9492.72	3.14	586.42	0.19	10176.42	3.37			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
SH 190 Eastbound	01:50:00	Car	993	100.00	2858.10	2.88	164.28	0.17	3099.97	3.12			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	993	100.00	2858.10	2.88	164.28	0.17	3099.97	3.12			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
SH 190 Westbound	01:50:00	Car	1318	100.00	4138.60	3.14	262.57	0.20	4409.88	3.35			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	1318	100.00	4138.60	3.14	262.57	0.20	4409.88	3.35			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
US 75 Frontage Rd Northbound	01:50:00	Car	13687	100.00	27477.30	2.01	12289.97	0.90	10169.35	0.74			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	13687	100.00	27520.10	2.01	12313.88	0.90	10182.02	0.74			Truck	10	N/A	42.80	4.28	23.91	2.39	12.67	1.27			
