			Number of Travelers		Travel Time		Travel Delay		Travel Distance					Number of Travelers		Travel Time		Travel Delay		Travel Distance					Number of Travelers		Travel Time		Travel Delay		Travel Distance					Number of Travelers		Travel Time		Travel Delay		Travel Distance					Number of Travelers		Travel Time		Travel Delay		Travel Distance					Number of Travelers		Travel Time		Travel Delay		Travel Distance				
Entire System	01:40:00	Car	69506	98.35	590910.44	8.50	167920.72	2.42	322557.25	4.64			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	1166	1.65	9861.80	8.46	730.42	0.63	9562.00	8.20			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	70672	100.00	601513.62	8.51	168868.94	2.39	332478.47	4.70			Truck	24	N/A	741.40	30.89	217.80	9.08	359.23	14.97			
Greenville Ave Northbound	01:40:00	Car	5251	100.00	15417.31	2.94	4502.82	0.86	6816.88	1.30			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	5251	100.00	15457.31	2.94	4515.68	0.86	6834.37	1.30			Truck	12	N/A	40.00	3.33	12.86	1.07	17.50	1.46			
Greenville Ave Southbound	01:40:00	Car	2881	100.00	6425.30	2.23	1328.15	0.46	3209.85	1.11			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	2881	100.00	6467.40	2.24	1339.95	0.47	3229.35	1.12			Truck	10	N/A	42.10	4.21	11.79	1.18	19.50	1.95			
IH 635 Eastbound	01:40:00	Car	4712	100.00	32832.89	6.97	16091.19	3.41	19037.43	4.04			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	4712	100.00	32832.89	6.97	16091.19	3.41	19037.43	4.04			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
IH 635 Westbound	01:40:00	Car	2971	100.00	9290.02	3.13	584.71	0.20	9948.46	3.35			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	2971	100.00	9290.02	3.13	584.71	0.20	9948.46	3.35			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
SH 190 Eastbound	01:40:00	Car	1010	100.00	2953.50	2.92	169.51	0.17	3214.06	3.18			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	1010	100.00	2953.50	2.92	169.51	0.17	3214.06	3.18			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
SH 190 Westbound	01:40:00	Car	1464	100.00	3819.10	2.61	247.22	0.17	4074.75	2.78			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	1464	100.00	3819.10	2.61	247.22	0.17	4074.75	2.78			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
US 75 Frontage Rd Northbound	01:40:00	Car	15261	100.00	29859.83	1.96	11532.84	0.76	12565.26	0.82			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	15261	100.00	29892.03	1.96	11546.99	0.76	12577.20	0.82			Truck	13	N/A	32.20	2.48	14.15	1.09	11.94	0.92			
US 75 Frontage Rd Southbound	01:40:00	Car	11241	100.00	17655.58	1.57	4735.79	0.42	8542.54	0.76			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	11241	100.00	17698.19	1.57	4743.37	0.42	8566.41	0.76			Truck	22	N/A	42.60	1.94	7.57	0.34	23.87	1.08			
US 75 HOV Northbound	01:40:00	Car	376	100.00	2004.60	5.33	48.54	0.13	2058.28	5.47			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	376	100.00	2004.60	5.33	48.54	0.13	2058.28	5.47			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
US 75 HOV Southbound	01:40:00	Car	92	100.00	562.40	6.11	20.28	0.22	568.00	6.17			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	92	100.00	562.40	6.11	20.28	0.22	568.00	6.17			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
US 75 Northbound	01:40:00	Car	9973	100.00	79062.28	7.93	31553.17	3.16	52530.75	5.27			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	9973	100.00	79100.19	7.93	31564.38	3.16	52560.17	5.27			Truck	4	N/A	37.90	9.48	11.21	2.80	29.41	7.35			
US 75 Southbound	01:40:00	Car	6534	100.00	41460.49	6.35	4320.32	0.66	41866.25	6.41			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	6534	100.00	41502.09	6.35	4325.31	0.66	41907.36	6.41			Truck	6	N/A	41.60	6.93	4.98	0.83	41.11	6.85			
Entire System	01:45:00	Car	70185	98.35	607992.25	8.66	182980.06	2.61	323799.66	4.61			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	1179	1.65	9584.60	8.13	708.89	0.60	9296.60	7.89			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	71364	100.00	618328.12	8.66	183908.56	2.58	333447.75	4.67			Truck	21	N/A	751.20	35.77	219.61	10.46	351.64	16.74			
Greenville Ave Northbound	01:45:00	Car	5293	100.00	15124.50	2.86	4485.75	0.85	6603.11	1.25			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	5293	100.00	15162.81	2.86	4499.00	0.85	6619.33	1.25			Truck	11	N/A	38.30	3.48	13.25	1.20	16.22	1.47			
Greenville Ave Southbound	01:45:00	Car	2945	100.00	6572.80	2.23	1345.86	0.46	3301.55	1.12			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	2945	100.00	6612.10	2.25	1357.57	0.46	3319.42	1.13			Truck	9	N/A	39.30	4.37	11.72	1.30	17.87	1.99			
IH 635 Eastbound	01:45:00	Car	4721	100.00	35976.68	7.62	19274.31	4.08	18971.94	4.02			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	4721	100.00	35976.68	7.62	19274.31	4.08	18971.94	4.02			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
IH 635 Westbound	01:45:00	Car	2961	100.00	9330.42	3.15	582.89	0.20	9990.16	3.37			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	2961	100.00	9330.42	3.15	582.89	0.20	9990.16	3.37			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
SH 190 Eastbound	01:45:00	Car	1009	100.00	2830.10	2.80	164.64	0.16	3074.40	3.05			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	1009	100.00	2830.10	2.80	164.64	0.16	3074.40	3.05			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
SH 190 Westbound	01:45:00	Car	1477	100.00	3925.40	2.66	253.58	0.17	4182.35	2.83			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	1477	100.00	3925.40	2.66	253.58	0.17	4182.35	2.83			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
US 75 Frontage Rd Northbound	01:45:00	Car	15495	100.00	30188.88	1.95	11385.96	0.73	12921.32	0.83			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	15495	100.00	30228.58	1.95	11400.63	0.74	12937.84	0.83			Truck	15	N/A	39.70	2.65	14.68	0.98	16.52	1.10			
US 75 Frontage Rd Southbound	01:45:00	Car	11267	100.00	17628.50	1.56	5052.87	0.45	8300.10	0.74			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	11267	100.00	17659.70	1.57	5059.63	0.45	8316.33	0.74			Truck	21	N/A	31.20	1.49	6.76	0.32	16.23	0.77			
US 75 HOV Northbound	01:45:00	Car	356	100.00	2134.60	6.00	53.87	0.15	2172.92	6.10			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	356	100.00	2134.60	6.00	53.87	0.15	2172.92	6.10			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
US 75 HOV Southbound	01:45:00	Car	92	100.00	598.00	6.50	22.06	0.24	601.18	6.53			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	92	100.00	598.00	6.50	22.06	0.24	601.18	6.53			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
US 75 Northbound	01:45:00	Car	10309	100.00	84083.97	8.16	37144.23	3.60	52137.16	5.06			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	10309	100.00	84110.47	8.16	37152.41	3.60	52157.34	5.06			Truck	4	N/A	26.50	6.62	8.18	2.05	20.17	5.04			
US 75 Southbound	01:45:00	Car	6575	100.00	41724.80	6.35	4479.03	0.68	41959.96	6.38			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	6575	100.00	41751.30	6.35	4482.24	0.68	41986.11	6.39			Truck	4	N/A	26.50	6.62	3.21	0.80	26.15	6.54			
Entire System	01:50:00	Car	70566	98.40	625533.38	8.86	197797.62	2.80	325326.66	4.61			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	1146	1.60	9543.30	8.33	713.48	0.62	9253.54	8.07			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	71712	100.00	635809.12	8.87	198731.48	2.77	334918.34	4.67			Truck	23	N/A	732.40	31.84	220.37	9.58	338.17	14.70			
Greenville Ave Northbound	01:50:00	Car	5346	100.00	15084.81	2.82	4459.94	0.83	6583.60	1.23			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	5346	100.00	15125.61	2.83	4473.43	0.84	6601.36	1.23			Truck	11	N/A	40.80	3.71	13.49	1.23	17.76	1.61			
Greenville Ave Southbound	01:50:00	Car	2971	100.00	6580.70	2.21	1345.47	0.45	3296.38	1.11			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	2971	100.00	6611.70	2.23	1353.99	0.46	3311.13	1.11			Truck	10	N/A	31.00	3.10	8.51	0.85	14.76	1.48			
IH 635 Eastbound	01:50:00	Car	4859	100.00	39605.93	8.15	22884.61	4.71	18990.55	3.91			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	4859	100.00	39605.93	8.15	22884.61	4.71	18990.55	3.91			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
IH 635 Westbound	01:50:00	Car	2958	100.00	9238.52	3.12	576.47	0.19	9904.71	3.35			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	2958	100.00	9238.52	3.12	576.47	0.19	9904.71	3.35			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
SH 190 Eastbound	01:50:00	Car	1002	100.00	2813.21	2.81	161.08	0.16	3061.07	3.05			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	1002	100.00	2813.21	2.81	161.08	0.16	3061.07	3.05			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
SH 190 Westbound	01:50:00	Car	1515	100.00	4029.50	2.66	260.88	0.17	4289.13	2.83			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	1515	100.00	4029.50	2.66	260.88	0.17	4289.13	2.83			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
US 75 Frontage Rd Northbound	01:50:00	Car	15573	100.00	30692.29	1.97	11721.82	0.75	13043.45	0.84			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	15573	100.00	30735.28	1.97	11737.37	0.75	13062.03	0.84			Truck	14	N/A	43.00	3.07	15.55	1.11	18.57	1.33			
US 75 Frontage Rd Southbound	01:50:00	Car	11134	100.00	17740.20	1.59	5433.82	0.49	8096.12	0.73			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	11134	100.00	17770.80	1.60	5440.38	0.49	8112.02	0.73			Truck	19	N/A	30.60	1.61	6.56	0.35	15.90	0.84			
US 75 HOV Northbound	01:50:00	Car	404	100.00	2309.60	5.72	56.29	0.14	2352.34	5.82			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	404	100.00	2309.60	5.72	56.29	0.14	2352.34	5.82			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
US 75 HOV Southbound	01:50:00	Car	88	100.00	637.80	7.25	22.36	0.25	640.65	7.28			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	88	100.00	637.80	7.25	22.36	0.25	640.65	7.28			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
US 75 Northbound	01:50:00	Car	10368	100.00	89172.08	8.60	42276.20	4.08	52274.72	5.04			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	10368	100.00	89198.77	8.60	42282.98	4.08	52296.91	5.04			Truck	4	N/A	26.70	6.68	6.78	1.69	22.19	5.55			
US 75 Southbound	01:50:00	Car	6567	100.00	41596.91	6.33	4685.10	0.71	41503.84	6.32			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	6567	100.00	41615.51	6.34	4687.39	0.71	41522.12	6.32			Truck	3	N/A	18.60	6.20	2.29	0.76	18.28	6.09			
Entire System	01:55:00	Car	71180	98.43	642267.56	9.02	209141.36	2.94	329274.53	4.63			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	1138	1.57	9453.00	8.31	730.01	0.64	9140.16	8.03			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	72318	100.00	652408.94	9.02	210084.44	2.91	338729.09	4.68			Truck	24	N/A	688.30	28.68	213.07	8.88	314.29	13.10			
Greenville Ave Northbound	01:55:00	Car	5511	100.00	15340.01	2.78	4487.74	0.81	6771.70	1.23			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	5511	100.00	15378.71	2.79	4502.29	0.82	6787.47	1.23			Truck	12	N/A	38.70	3.23	14.55	1.21	15.77	1.31			
Greenville Ave Southbound	01:55:00	Car	2991	100.00	6693.00	2.24	1374.84	0.46	3335.47	1.12			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	2991	100.00	6722.60	2.25	1383.79	0.46	3348.66	1.12			Truck	9	N/A	29.60	3.29	8.95	0.99	13.19	1.47			
IH 635 Eastbound	01:55:00	Car	5069	100.00	42860.68	8.46	25800.13	5.09	19330.34	3.81			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	5069	100.00	42860.68	8.46	25800.13	5.09	19330.34	3.81			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
IH 635 Westbound	01:55:00	Car	2922	100.00	9166.22	3.14	569.88	0.20	9821.93	3.36			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	2922	100.00	9166.22	3.14	569.88	0.20	9821.93	3.36			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
SH 190 Eastbound	01:55:00	Car	990	100.00	2811.90	2.84	161.18	0.16	3054.91	3.09			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	990	100.00	2811.90	2.84	161.18	0.16	3054.91	3.09			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
SH 190 Westbound	01:55:00	Car	1524	100.00	4000.80	2.63	262.38	0.17	4264.41	2.80			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	1524	100.00	4000.80	2.63	262.38	0.17	4264.41	2.80			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
US 75 Frontage Rd Northbound	01:55:00	Car	15550	100.00	31560.19	2.03	12478.05	0.80	13102.16	0.84			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	15550	100.00	31604.89	2.03	12497.66	0.80	13119.10	0.84			Truck	12	N/A	44.70	3.73	19.62	1.63	16.94	1.41			
US 75 Frontage Rd Southbound	01:55:00	Car	11246	100.00	17840.70	1.59	5674.69	0.50	8004.45	0.71			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	11246	100.00	17866.80	1.59	5681.09	0.51	8017.45	0.71			Truck	17	N/A	26.10	1.54	6.40	0.38	13.01	0.77			
US 75 HOV Northbound	01:55:00	Car	434	100.00	2548.20	5.87	65.46	0.15	2620.52	6.04			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	434	100.00	2548.20	5.87	65.46	0.15	2620.52	6.04			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
US 75 HOV Southbound	01:55:00	Car	92	100.00	637.60	6.93	22.05	0.24	646.08	7.02			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	92	100.00	637.60	6.93	22.05	0.24	646.08	7.02			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
US 75 Northbound	01:55:00	Car	10292	100.00	93662.73	9.10	45438.17	4.41	53797.32	5.23			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	10292	100.00	93694.73	9.10	45447.23	4.42	53822.77	5.23			Truck	3	N/A	32.00	10.67	9.06	3.02	25.45	8.48			
US 75 Southbound	01:55:00	Car	6554	100.00	41339.90	6.31	4865.65	0.74	40943.37	6.25			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	6554	100.00	41355.70	6.31	4867.80	0.74	40958.79	6.25			Truck	3	N/A	15.80	5.27	2.15	0.72	15.42	5.14			
Entire System	02:00:00	Car	71193	98.39	654695.75	9.20	218220.47	3.07	331275.25	4.65			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	1164	1.61	9377.70	8.06	749.22	0.64	9044.84	7.77			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	72357	100.00	664709.31	9.19	219165.67	3.03	340609.78	4.71			Truck	27	N/A	635.70	23.54	195.98	7.26	289.79	10.73			
Greenville Ave Northbound	02:00:00	Car	5698	100.00	16139.92	2.83	4748.45	0.83	7123.62	1.25			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	5698	100.00	16166.81	2.84	4759.71	0.84	7134.09	1.25			Truck	11	N/A	26.90	2.45	11.26	1.02	10.47	0.95			
Greenville Ave Southbound	02:00:00	Car	3070	100.00	6925.50	2.26	1444.15	0.47	3424.94	1.12			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	3070	100.00	6948.40	2.26	1451.40	0.47	3435.05	1.12			Truck	8	N/A	22.90	2.86	7.25	0.91	10.11	1.26			
IH 635 Eastbound	02:00:00	Car	5238	100.00	45356.70	8.66	28245.74	5.39	19382.22	3.70			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	5238	100.00	45356.70	8.66	28245.74	5.39	19382.22	3.70			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
IH 635 Westbound	02:00:00	Car	2906	100.00	9207.61	3.17	564.70	0.19	9863.53	3.39			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	2906	100.00	9207.61	3.17	564.70	0.19	9863.53	3.39			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
SH 190 Eastbound	02:00:00	Car	971	100.00	2802.00	2.89	160.58	0.17	3048.10	3.14			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	971	100.00	2802.00	2.89	160.58	0.17	3048.10	3.14			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
SH 190 Westbound	02:00:00	Car	1519	100.00	3829.50	2.52	251.75	0.17	4083.69	2.69			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	1519	100.00	3829.50	2.52	251.75	0.17	4083.69	2.69			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
US 75 Frontage Rd Northbound	02:00:00	Car	15441	100.00	33338.61	2.16	14263.41	0.92	13061.61	0.85			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	15441	100.00	33384.20	2.16	14280.59	0.92	13080.29	0.85			Truck	11	N/A	45.60	4.15	17.18	1.56	18.68	1.70			
