			Number of Travelers		Travel Time		Travel Delay		Travel Distance					Number of Travelers		Travel Time		Travel Delay		Travel Distance					Number of Travelers		Travel Time		Travel Delay		Travel Distance					Number of Travelers		Travel Time		Travel Delay		Travel Distance					Number of Travelers		Travel Time		Travel Delay		Travel Distance					Number of Travelers		Travel Time		Travel Delay		Travel Distance				
IH 635 Eastbound	01:55:00	Car	5068	100.00	41800.98	8.25	24761.79	4.89	19310.26	3.81			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	5068	100.00	41800.98	8.25	24761.79	4.89	19310.26	3.81			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
IH 635 Westbound	01:55:00	Car	2920	100.00	9156.02	3.14	562.86	0.19	9813.50	3.36			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	2920	100.00	9156.02	3.14	562.86	0.19	9813.50	3.36			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
SH 190 Eastbound	01:55:00	Car	992	100.00	2820.00	2.84	163.63	0.16	3059.62	3.08			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	992	100.00	2820.00	2.84	163.63	0.16	3059.62	3.08			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
SH 190 Westbound	01:55:00	Car	1558	100.00	4135.10	2.65	269.74	0.17	4406.94	2.83			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	1558	100.00	4135.10	2.65	269.74	0.17	4406.94	2.83			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
US 75 Frontage Rd Northbound	01:55:00	Car	15627	100.00	34997.01	2.24	16468.16	1.05	12700.47	0.81			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	15627	100.00	35034.61	2.24	16487.66	1.06	12712.50	0.81			Truck	7	N/A	37.60	5.37	19.51	2.79	12.03	1.72			
US 75 Frontage Rd Southbound	01:55:00	Car	11179	100.00	17515.11	1.57	5429.35	0.49	7956.76	0.71			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	11179	100.00	17544.01	1.57	5438.77	0.49	7969.78	0.71			Truck	17	N/A	28.90	1.70	9.42	0.55	13.02	0.77			
US 75 HOV Northbound	01:55:00	Car	436	100.00	2554.00	5.86	63.92	0.15	2615.27	6.00			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	436	100.00	2554.00	5.86	63.92	0.15	2615.27	6.00			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
US 75 HOV Southbound	01:55:00	Car	94	100.00	646.80	6.88	22.30	0.24	655.65	6.97			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	94	100.00	646.80	6.88	22.30	0.24	655.65	6.97			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
US 75 Northbound	01:55:00	Car	10332	100.00	91099.51	8.82	41765.50	4.04	55003.92	5.32			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	10332	100.00	91131.91	8.82	41775.18	4.04	55029.13	5.33			Truck	3	N/A	32.40	10.80	9.69	3.23	25.21	8.40			
US 75 Southbound	01:55:00	Car	6550	100.00	41342.39	6.31	4825.48	0.74	40984.00	6.26			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	6550	100.00	41358.19	6.31	4827.67	0.74	40999.27	6.26			Truck	3	N/A	15.80	5.27	2.18	0.73	15.28	5.09			
Entire System	02:00:00	Car	71105	98.39	646702.00	9.10	208618.03	2.93	332667.25	4.68			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	1165	1.61	9367.40	8.04	745.81	0.64	9037.63	7.76			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	72270	100.00	656703.69	9.09	209555.73	2.90	341995.59	4.73			Truck	29	N/A	634.30	21.87	191.89	6.62	290.81	10.03			
Greenville Ave Northbound	02:00:00	Car	5741	100.00	16048.41	2.80	4713.72	0.82	7092.56	1.24			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	5741	100.00	16076.01	2.80	4724.49	0.82	7103.71	1.24			Truck	10	N/A	27.60	2.76	10.77	1.08	11.15	1.11			
Greenville Ave Southbound	02:00:00	Car	3066	100.00	6862.30	2.24	1376.73	0.45	3431.26	1.12			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	3066	100.00	6884.20	2.25	1382.90	0.45	3441.38	1.12			Truck	8	N/A	21.90	2.74	6.17	0.77	10.11	1.26			
IH 635 Eastbound	02:00:00	Car	5227	100.00	43636.00	8.35	26597.38	5.09	19310.16	3.69			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	5227	100.00	43636.00	8.35	26597.38	5.09	19310.16	3.69			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
IH 635 Westbound	02:00:00	Car	2902	100.00	9187.71	3.17	558.89	0.19	9844.11	3.39			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	2902	100.00	9187.71	3.17	558.89	0.19	9844.11	3.39			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
SH 190 Eastbound	02:00:00	Car	987	100.00	2818.80	2.86	163.72	0.17	3059.01	3.10			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	987	100.00	2818.80	2.86	163.72	0.17	3059.01	3.10			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
SH 190 Westbound	02:00:00	Car	1589	100.00	4051.30	2.55	268.51	0.17	4318.36	2.72			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	1589	100.00	4051.30	2.55	268.51	0.17	4318.36	2.72			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
US 75 Frontage Rd Northbound	02:00:00	Car	15580	100.00	36890.19	2.37	18288.24	1.17	12699.72	0.82			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	15580	100.00	36922.79	2.37	18301.72	1.17	12712.24	0.82			Truck	7	N/A	32.60	4.66	13.48	1.93	12.53	1.79			
US 75 Frontage Rd Southbound	02:00:00	Car	11206	100.00	17289.79	1.54	5260.92	0.47	7921.27	0.71			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	11206	100.00	17315.99	1.55	5270.80	0.47	7932.41	0.71			Truck	14	N/A	26.20	1.87	9.88	0.71	11.14	0.80			
US 75 HOV Northbound	02:00:00	Car	444	100.00	2654.80	5.98	67.90	0.15	2711.04	6.11			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	444	100.00	2654.80	5.98	67.90	0.15	2711.04	6.11			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
US 75 HOV Southbound	02:00:00	Car	90	100.00	601.40	6.68	20.75	0.23	606.69	6.74			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	90	100.00	601.40	6.68	20.75	0.23	606.69	6.74			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
US 75 Northbound	02:00:00	Car	10260	100.00	93446.62	9.11	43347.10	4.22	55814.76	5.44			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	10260	100.00	93477.12	9.11	43358.08	4.23	55836.40	5.44			Truck	3	N/A	30.50	10.17	10.98	3.66	21.64	7.21			
US 75 Southbound	02:00:00	Car	6567	100.00	41070.48	6.25	5019.86	0.76	40424.01	6.16			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	6567	100.00	41083.58	6.26	5021.34	0.76	40437.12	6.16			Truck	3	N/A	13.10	4.37	1.48	0.49	13.12	4.37			
Entire System	02:05:00	Car	75119	98.44	662420.56	8.82	216836.81	2.89	338009.78	4.50			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	1187	1.56	9401.00	7.92	729.23	0.61	9095.01	7.66			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	76306	100.00	672461.25	8.81	217745.67	2.85	347405.62	4.55			Truck	20	N/A	639.70	31.98	179.63	8.98	300.62	15.03			
Greenville Ave Northbound	02:05:00	Car	5970	100.00	16868.41	2.83	5021.60	0.84	7413.09	1.24			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	5970	100.00	16892.61	2.83	5033.09	0.84	7421.62	1.24			Truck	9	N/A	24.20	2.69	11.49	1.28	8.54	0.95			
Greenville Ave Southbound	02:05:00	Car	3159	100.00	7115.80	2.25	1512.01	0.48	3501.34	1.11			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	3159	100.00	7135.40	2.26	1517.77	0.48	3510.45	1.11			Truck	8	N/A	19.60	2.45	5.76	0.72	9.11	1.14			
IH 635 Eastbound	02:05:00	Car	5262	100.00	45219.71	8.59	28064.14	5.33	19426.66	3.69			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	5262	100.00	45219.71	8.59	28064.14	5.33	19426.66	3.69			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
IH 635 Westbound	02:05:00	Car	2972	100.00	9463.02	3.18	573.36	0.19	10156.47	3.42			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	2972	100.00	9463.02	3.18	573.36	0.19	10156.47	3.42			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
SH 190 Eastbound	02:05:00	Car	1042	100.00	3043.20	2.92	180.06	0.17	3292.46	3.16			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	1042	100.00	3043.20	2.92	180.06	0.17	3292.46	3.16			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
SH 190 Westbound	02:05:00	Car	1621	100.00	3916.60	2.42	263.73	0.16	4170.98	2.57			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	1621	100.00	3916.60	2.42	263.73	0.16	4170.98	2.57			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
US 75 Frontage Rd Northbound	02:05:00	Car	16006	100.00	39275.60	2.45	20520.28	1.28	12747.05	0.80			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	16006	100.00	39311.20	2.46	20530.41	1.28	12763.70	0.80			Truck	9	N/A	35.60	3.96	10.13	1.13	16.66	1.85			
US 75 Frontage Rd Southbound	02:05:00	Car	11472	100.00	17152.31	1.50	5028.48	0.44	7980.56	0.70			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	11472	100.00	17171.61	1.50	5035.51	0.44	7988.70	0.70			Truck	13	N/A	19.30	1.48	7.03	0.54	8.14	0.63			
US 75 HOV Northbound	02:05:00	Car	438	100.00	2724.00	6.22	69.07	0.16	2784.49	6.36			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	438	100.00	2724.00	6.22	69.07	0.16	2784.49	6.36			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
US 75 HOV Southbound	02:05:00	Car	84	100.00	579.80	6.90	19.80	0.24	584.40	6.96			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	84	100.00	579.80	6.90	19.80	0.24	584.40	6.96			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
US 75 Northbound	02:05:00	Car	10463	100.00	94203.71	9.00	43316.00	4.14	56700.30	5.42			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	10463	100.00	94229.91	9.01	43326.88	4.14	56717.39	5.42			Truck	4	N/A	26.20	6.55	10.88	2.72	17.09	4.27			
US 75 Southbound	02:05:00	Car	6818	100.00	41701.20	6.12	5265.64	0.77	40867.25	5.99			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	6818	100.00	41720.50	6.12	5267.16	0.77	40887.42	6.00			Truck	2	N/A	19.30	9.65	1.51	0.76	20.17	10.08			
Entire System	02:10:00	Car	78480	98.49	689397.75	8.78	229382.20	2.92	348208.56	4.44			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	1206	1.51	9568.80	7.93	684.43	0.57	9313.89	7.72			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	79686	100.00	699645.56	8.78	230253.77	2.89	357848.22	4.49			Truck	23	N/A	678.60	29.50	187.14	8.14	326.02	14.17			
Greenville Ave Northbound	02:10:00	Car	5855	100.00	18484.52	3.16	6093.96	1.04	7749.49	1.32			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	5855	100.00	18512.72	3.16	6105.14	1.04	7760.13	1.33			Truck	9	N/A	28.20	3.13	11.17	1.24	10.64	1.18			
Greenville Ave Southbound	02:10:00	Car	3252	100.00	7384.30	2.27	1686.23	0.52	3561.76	1.10			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	3252	100.00	7401.60	2.28	1690.82	0.52	3570.12	1.10			Truck	7	N/A	17.30	2.47	4.58	0.65	8.36	1.19			
IH 635 Eastbound	02:10:00	Car	5266	100.00	47227.72	8.97	30058.19	5.71	19458.29	3.70			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	5266	100.00	47227.72	8.97	30058.19	5.71	19458.29	3.70			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
IH 635 Westbound	02:10:00	Car	3106	100.00	10004.72	3.22	604.39	0.19	10734.00	3.46			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	3106	100.00	10004.72	3.22	604.39	0.19	10734.00	3.46			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
SH 190 Eastbound	02:10:00	Car	1153	100.00	3410.81	2.96	204.93	0.18	3687.59	3.20			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	1153	100.00	3410.81	2.96	204.93	0.18	3687.59	3.20			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
SH 190 Westbound	02:10:00	Car	1687	100.00	3984.50	2.36	274.95	0.16	4230.39	2.51			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	1687	100.00	3984.50	2.36	274.95	0.16	4230.39	2.51			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
US 75 Frontage Rd Northbound	02:10:00	Car	16749	100.00	41698.29	2.49	22748.51	1.36	12837.21	0.77			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	16749	100.00	41740.20	2.49	22763.23	1.36	12855.23	0.77			Truck	9	N/A	41.90	4.66	14.72	1.64	18.02	2.00			
US 75 Frontage Rd Southbound	02:10:00	Car	12266	100.00	18121.82	1.48	5192.85	0.42	8472.47	0.69			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	12266	100.00	18142.62	1.48	5200.32	0.42	8481.23	0.69			Truck	13	N/A	20.80	1.60	7.47	0.57	8.76	0.67			
US 75 HOV Northbound	02:10:00	Car	466	100.00	2770.00	5.94	68.61	0.15	2825.62	6.06			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	466	100.00	2770.00	5.94	68.61	0.15	2825.62	6.06			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
US 75 HOV Southbound	02:10:00	Car	80	100.00	525.20	6.56	18.28	0.23	531.60	6.64			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	80	100.00	525.20	6.56	18.28	0.23	531.60	6.64			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
US 75 Northbound	02:10:00	Car	10740	100.00	94658.52	8.81	42272.58	3.94	58454.45	5.44			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	10740	100.00	94684.73	8.82	42281.89	3.94	58473.35	5.44			Truck	5	N/A	26.20	5.24	9.31	1.86	18.91	3.78			
US 75 Southbound	02:10:00	Car	7185	100.00	43120.39	6.00	5745.25	0.80	41907.18	5.83			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	7185	100.00	43151.39	6.01	5747.75	0.80	41939.63	5.84			Truck	3	N/A	31.00	10.33	2.51	0.84	32.44	10.81			
Entire System	02:15:00	Car	81599	98.48	722177.81	8.85	245642.70	3.01	360472.16	4.42			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	1256	1.52	9723.41	7.74	719.13	0.57	9437.66	7.51			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	82855	100.00	732577.06	8.84	246563.72	2.98	370231.38	4.47			Truck	28	N/A	676.00	24.14	201.89	7.21	321.43	11.48			
Greenville Ave Northbound	02:15:00	Car	5907	100.00	20347.01	3.44	7499.25	1.27	8000.71	1.35			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	5907	100.00	20387.41	3.45	7516.06	1.27	8015.58	1.36			Truck	8	N/A	40.40	5.05	16.81	2.10	14.87	1.86			
Greenville Ave Southbound	02:15:00	Car	3239	100.00	7424.70	2.29	1791.97	0.55	3523.89	1.09			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	3239	100.00	7442.40	2.30	1795.80	0.55	3532.85	1.09			Truck	7	N/A	17.70	2.53	3.83	0.55	8.96	1.28			
IH 635 Eastbound	02:15:00	Car	5242	100.00	49452.84	9.43	31861.36	6.08	19947.03	3.81			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	5242	100.00	49452.84	9.43	31861.36	6.08	19947.03	3.81			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
IH 635 Westbound	02:15:00	Car	3135	100.00	10345.21	3.30	634.28	0.20	11086.34	3.54			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	3135	100.00	10345.21	3.30	634.28	0.20	11086.34	3.54			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
SH 190 Eastbound	02:15:00	Car	1281	100.00	3721.00	2.90	230.52	0.18	4016.50	3.14			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	1281	100.00	3721.00	2.90	230.52	0.18	4016.50	3.14			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
SH 190 Westbound	02:15:00	Car	1810	100.00	4230.20	2.34	288.29	0.16	4495.92	2.48			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	1810	100.00	4230.20	2.34	288.29	0.16	4495.92	2.48			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
US 75 Frontage Rd Northbound	02:15:00	Car	17472	100.00	44273.30	2.53	24861.63	1.42	13096.94	0.75			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	17472	100.00	44321.11	2.54	24885.55	1.42	13112.78	0.75			Truck	8	N/A	47.80	5.97	23.92	2.99	15.84	1.98			
US 75 Frontage Rd Southbound	02:15:00	Car	13066	100.00	19611.61	1.50	5478.89	0.42	9244.57	0.71			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	13066	100.00	19633.40	1.50	5485.90	0.42	9254.42	0.71			Truck	12	N/A	21.80	1.82	7.01	0.58	9.86	0.82			
US 75 HOV Northbound	02:15:00	Car	502	100.00	2880.00	5.74	69.58	0.14	2921.25	5.82			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	502	100.00	2880.00	5.74	69.58	0.14	2921.25	5.82			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
US 75 HOV Southbound	02:15:00	Car	88	100.00	526.20	5.98	18.02	0.20	534.08	6.07			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	88	100.00	526.20	5.98	18.02	0.20	534.08	6.07			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
