			Number of Travelers		Travel Time		Travel Delay		Travel Distance					Number of Travelers		Travel Time		Travel Delay		Travel Distance					Number of Travelers		Travel Time		Travel Delay		Travel Distance					Number of Travelers		Travel Time		Travel Delay		Travel Distance					Number of Travelers		Travel Time		Travel Delay		Travel Distance					Number of Travelers		Travel Time		Travel Delay		Travel Distance				
US 75 Southbound	01:55:00	Car	6571	100.00	42561.81	6.48	4769.02	0.73	42414.62	6.45			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	6571	100.00	42577.41	6.48	4770.88	0.73	42430.12	6.46			Truck	3	N/A	15.60	5.20	1.86	0.62	15.50	5.17			
Entire System	02:00:00	Car	66348	98.13	559728.50	8.44	152687.25	2.30	311963.28	4.70			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	1265	1.87	11699.30	9.25	814.76	0.64	11402.32	9.01			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	67613	100.00	572033.50	8.46	153668.86	2.27	323656.94	4.79			Truck	24	N/A	605.50	25.23	166.84	6.95	291.36	12.14			
Greenville Ave Northbound	02:00:00	Car	5306	100.00	14726.80	2.78	3613.23	0.68	6943.93	1.31			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	5306	100.00	14750.80	2.78	3620.63	0.68	6955.07	1.31			Truck	7	N/A	24.00	3.43	7.40	1.06	11.14	1.59			
Greenville Ave Southbound	02:00:00	Car	3026	100.00	6655.30	2.20	1323.05	0.44	3355.79	1.11			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	3026	100.00	6677.40	2.21	1328.95	0.44	3366.10	1.11			Truck	8	N/A	22.10	2.76	5.90	0.74	10.32	1.29			
IH 635 Eastbound	02:00:00	Car	5166	100.00	43017.52	8.33	26505.32	5.13	18722.15	3.62			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	5166	100.00	43017.52	8.33	26505.32	5.13	18722.15	3.62			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
IH 635 Westbound	02:00:00	Car	3049	100.00	9977.61	3.27	612.85	0.20	10693.55	3.51			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	3049	100.00	9977.61	3.27	612.85	0.20	10693.55	3.51			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
SH 190 Eastbound	02:00:00	Car	964	100.00	2858.61	2.97	164.35	0.17	3100.11	3.22			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	964	100.00	2858.61	2.97	164.35	0.17	3100.11	3.22			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
SH 190 Westbound	02:00:00	Car	1395	100.00	4186.80	3.00	276.72	0.20	4465.99	3.20			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	1395	100.00	4186.80	3.00	276.72	0.20	4465.99	3.20			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
US 75 Frontage Rd Northbound	02:00:00	Car	13686	100.00	27574.22	2.01	13321.84	0.97	9546.59	0.70			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	13686	100.00	27603.92	2.02	13338.95	0.97	9554.86	0.70			Truck	8	N/A	29.70	3.71	17.11	2.14	8.27	1.03			
US 75 Frontage Rd Southbound	02:00:00	Car	11170	100.00	16404.50	1.47	4182.59	0.37	8058.85	0.72			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	11170	100.00	16423.50	1.47	4188.59	0.37	8067.64	0.72			Truck	15	N/A	19.00	1.27	6.00	0.40	8.80	0.59			
US 75 HOV Northbound	02:00:00	Car	186	100.00	1430.80	7.69	37.86	0.20	1455.53	7.83			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	186	100.00	1430.80	7.69	37.86	0.20	1455.53	7.83			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
US 75 HOV Southbound	02:00:00	Car	76	100.00	423.00	5.57	15.85	0.21	428.28	5.64			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	76	100.00	423.00	5.57	15.85	0.21	428.28	5.64			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
US 75 Northbound	02:00:00	Car	9052	100.00	65131.39	7.20	18857.43	2.08	51287.22	5.67			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	9052	100.00	65166.39	7.20	18864.58	2.08	51317.68	5.67			Truck	4	N/A	35.00	8.75	7.15	1.79	30.46	7.62			
US 75 Southbound	02:00:00	Car	6592	100.00	42676.41	6.47	4994.44	0.76	42231.94	6.41			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	6592	100.00	42689.31	6.48	4995.55	0.76	42245.20	6.41			Truck	3	N/A	12.90	4.30	1.11	0.37	13.26	4.42			
Entire System	02:05:00	Car	70063	98.14	569979.88	8.14	159484.28	2.28	314276.47	4.49			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	1326	1.86	11798.81	8.90	832.89	0.63	11493.20	8.67			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	71389	100.00	582396.50	8.16	160473.02	2.25	326075.75	4.57			Truck	24	N/A	617.70	25.74	155.85	6.49	306.08	12.75			
Greenville Ave Northbound	02:05:00	Car	5336	100.00	14989.70	2.81	3805.97	0.71	6993.02	1.31			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	5336	100.00	15011.40	2.81	3813.20	0.71	7002.61	1.31			Truck	7	N/A	21.70	3.10	7.23	1.03	9.59	1.37			
Greenville Ave Southbound	02:05:00	Car	2958	100.00	6524.70	2.21	1297.91	0.44	3285.35	1.11			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	2958	100.00	6544.50	2.21	1303.39	0.44	3294.66	1.11			Truck	8	N/A	19.80	2.48	5.48	0.69	9.31	1.16			
IH 635 Eastbound	02:05:00	Car	5249	100.00	45078.75	8.59	28876.63	5.50	18348.67	3.50			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	5249	100.00	45078.75	8.59	28876.63	5.50	18348.67	3.50			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
IH 635 Westbound	02:05:00	Car	3099	100.00	10191.41	3.29	624.48	0.20	10916.21	3.52			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	3099	100.00	10191.41	3.29	624.48	0.20	10916.21	3.52			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
SH 190 Eastbound	02:05:00	Car	1009	100.00	3024.41	3.00	171.82	0.17	3283.64	3.25			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	1009	100.00	3024.41	3.00	171.82	0.17	3283.64	3.25			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
SH 190 Westbound	02:05:00	Car	1431	100.00	4052.00	2.83	271.44	0.19	4318.10	3.02			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	1431	100.00	4052.00	2.83	271.44	0.19	4318.10	3.02			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
US 75 Frontage Rd Northbound	02:05:00	Car	14422	100.00	27262.49	1.89	12549.94	0.87	9866.26	0.68			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	14422	100.00	27289.89	1.89	12560.46	0.87	9877.53	0.68			Truck	9	N/A	27.40	3.04	10.52	1.17	11.27	1.25			
US 75 Frontage Rd Southbound	02:05:00	Car	11462	100.00	16914.18	1.48	4463.09	0.39	8216.88	0.72			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	11462	100.00	16933.58	1.48	4469.18	0.39	8225.72	0.72			Truck	13	N/A	19.40	1.49	6.09	0.47	8.84	0.68			
US 75 HOV Northbound	02:05:00	Car	192	100.00	1483.00	7.72	39.10	0.20	1502.82	7.83			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	192	100.00	1483.00	7.72	39.10	0.20	1502.82	7.83			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
US 75 HOV Southbound	02:05:00	Car	66	100.00	400.60	6.07	15.10	0.23	404.38	6.13			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	66	100.00	400.60	6.07	15.10	0.23	404.38	6.13			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
US 75 Northbound	02:05:00	Car	9267	100.00	67023.28	7.23	20531.41	2.22	51411.18	5.55			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	9267	100.00	67054.48	7.24	20537.14	2.22	51438.95	5.55			Truck	5	N/A	31.20	6.24	5.73	1.15	27.77	5.55			
US 75 Southbound	02:05:00	Car	6857	100.00	43679.20	6.37	5458.00	0.80	42801.78	6.24			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	6857	100.00	43698.00	6.37	5459.71	0.80	42820.91	6.24			Truck	2	N/A	18.80	9.40	1.71	0.86	19.13	9.56			
Entire System	02:10:00	Car	73445	98.13	595845.31	8.11	172664.62	2.35	322663.66	4.39			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	1402	1.87	12066.30	8.61	828.35	0.59	11786.29	8.41			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	74847	100.00	608564.44	8.13	173666.52	2.32	334771.59	4.47			Truck	22	N/A	652.60	29.66	173.54	7.89	321.51	14.61			
Greenville Ave Northbound	02:10:00	Car	5478	100.00	15278.19	2.79	4010.08	0.73	7064.51	1.29			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	5478	100.00	15305.29	2.79	4018.02	0.73	7076.45	1.29			Truck	6	N/A	27.10	4.52	7.94	1.32	11.94	1.99			
Greenville Ave Southbound	02:10:00	Car	3006	100.00	6485.50	2.16	1310.35	0.44	3269.77	1.09			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	3006	100.00	6500.60	2.16	1313.89	0.44	3277.37	1.09			Truck	7	N/A	15.10	2.16	3.53	0.50	7.61	1.09			
IH 635 Eastbound	02:10:00	Car	5254	100.00	46656.43	8.88	30264.58	5.76	18545.43	3.53			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	5254	100.00	46656.43	8.88	30264.58	5.76	18545.43	3.53			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
IH 635 Westbound	02:10:00	Car	3154	100.00	10455.51	3.32	641.30	0.20	11198.01	3.55			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	3154	100.00	10455.51	3.32	641.30	0.20	11198.01	3.55			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
SH 190 Eastbound	02:10:00	Car	1063	100.00	3233.61	3.04	183.49	0.17	3514.10	3.31			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	1063	100.00	3233.61	3.04	183.49	0.17	3514.10	3.31			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
SH 190 Westbound	02:10:00	Car	1433	100.00	3963.70	2.77	265.42	0.19	4221.51	2.95			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	1433	100.00	3963.70	2.77	265.42	0.19	4221.51	2.95			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
US 75 Frontage Rd Northbound	02:10:00	Car	15086	100.00	28216.31	1.87	12567.08	0.83	10497.48	0.70			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	15086	100.00	28246.01	1.87	12580.20	0.83	10508.68	0.70			Truck	9	N/A	29.70	3.30	13.12	1.46	11.19	1.24			
US 75 Frontage Rd Southbound	02:10:00	Car	11962	100.00	17504.01	1.46	4626.89	0.39	8466.71	0.71			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	11962	100.00	17527.61	1.47	4635.16	0.39	8476.83	0.71			Truck	12	N/A	23.60	1.97	8.27	0.69	10.13	0.84			
US 75 HOV Northbound	02:10:00	Car	208	100.00	1496.60	7.20	39.97	0.19	1521.85	7.32			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	208	100.00	1496.60	7.20	39.97	0.19	1521.85	7.32			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
US 75 HOV Southbound	02:10:00	Car	60	100.00	357.40	5.96	13.40	0.22	363.57	6.06			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	60	100.00	357.40	5.96	13.40	0.22	363.57	6.06			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
US 75 Northbound	02:10:00	Car	9682	100.00	70591.55	7.29	24052.94	2.48	51397.76	5.31			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	9682	100.00	70626.35	7.29	24062.75	2.49	51425.05	5.31			Truck	6	N/A	34.80	5.80	9.81	1.63	27.28	4.55			
US 75 Southbound	02:10:00	Car	7365	100.00	45933.22	6.24	6168.16	0.84	44544.69	6.05			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	7365	100.00	45964.32	6.24	6171.74	0.84	44575.59	6.05			Truck	3	N/A	31.10	10.37	3.58	1.19	30.90	10.30			
Entire System	02:15:00	Car	76781	98.18	631666.31	8.23	193128.33	2.52	333228.19	4.34			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	1426	1.82	12464.60	8.74	866.96	0.61	12163.48	8.53			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	78207	100.00	644785.12	8.24	194184.84	2.48	345709.09	4.42			Truck	28	N/A	654.20	23.36	189.56	6.77	317.40	11.34			
Greenville Ave Northbound	02:15:00	Car	5632	100.00	15581.19	2.77	4313.83	0.77	7069.38	1.26			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	5632	100.00	15619.89	2.77	4327.35	0.77	7085.45	1.26			Truck	7	N/A	38.70	5.53	13.52	1.93	16.07	2.30			
Greenville Ave Southbound	02:15:00	Car	3103	100.00	6616.70	2.13	1377.76	0.44	3322.83	1.07			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	3103	100.00	6635.00	2.14	1382.62	0.45	3331.57	1.07			Truck	8	N/A	18.30	2.29	4.86	0.61	8.74	1.09			
IH 635 Eastbound	02:15:00	Car	5217	100.00	48031.23	9.21	31363.19	6.01	18857.38	3.61			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	5217	100.00	48031.23	9.21	31363.19	6.01	18857.38	3.61			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
IH 635 Westbound	02:15:00	Car	3191	100.00	10614.51	3.33	651.43	0.20	11378.67	3.57			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	3191	100.00	10614.51	3.33	651.43	0.20	11378.67	3.57			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
SH 190 Eastbound	02:15:00	Car	1103	100.00	3482.41	3.16	198.98	0.18	3778.66	3.43			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	1103	100.00	3482.41	3.16	198.98	0.18	3778.66	3.43			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
SH 190 Westbound	02:15:00	Car	1520	100.00	4225.70	2.78	275.27	0.18	4499.99	2.96			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	1520	100.00	4225.70	2.78	275.27	0.18	4499.99	2.96			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
US 75 Frontage Rd Northbound	02:15:00	Car	15875	100.00	30427.48	1.92	13971.66	0.88	11052.56	0.70			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	15875	100.00	30460.78	1.92	13989.78	0.88	11062.90	0.70			Truck	7	N/A	33.30	4.76	18.12	2.59	10.33	1.48			
US 75 Frontage Rd Southbound	02:15:00	Car	12575	100.00	18270.71	1.45	4766.43	0.38	8852.46	0.70			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	12575	100.00	18303.11	1.46	4776.40	0.38	8867.55	0.71			Truck	13	N/A	32.40	2.49	9.97	0.77	15.09	1.16			
US 75 HOV Northbound	02:15:00	Car	210	100.00	1521.60	7.25	40.32	0.19	1546.12	7.36			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	210	100.00	1521.60	7.25	40.32	0.19	1546.12	7.36			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
US 75 HOV Southbound	02:15:00	Car	54	100.00	329.00	6.09	12.68	0.23	332.73	6.16			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	54	100.00	329.00	6.09	12.68	0.23	332.73	6.16			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
US 75 Northbound	02:15:00	Car	10030	100.00	76233.23	7.60	29489.87	2.94	51552.90	5.14			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	10030	100.00	76269.33	7.60	29501.45	2.94	51579.60	5.14			Truck	5	N/A	36.10	7.22	11.58	2.32	26.70	5.34			
US 75 Southbound	02:15:00	Car	7787	100.00	49140.32	6.31	7156.60	0.92	47000.35	6.04			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	7787	100.00	49180.62	6.32	7161.38	0.92	47040.17	6.04			Truck	4	N/A	40.30	10.07	4.78	1.20	39.83	9.96			
Entire System	02:20:00	Car	79651	98.15	676325.44	8.49	221844.50	2.79	344030.50	4.32			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	1505	1.85	13117.10	8.72	850.63	0.57	12869.13	8.55			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	81156	100.00	690073.25	8.50	222884.30	2.75	357200.09	4.40			Truck	18	N/A	630.40	35.02	189.15	10.51	300.65	16.70			
Greenville Ave Northbound	02:20:00	Car	5705	100.00	16188.09	2.84	4649.74	0.82	7219.87	1.27			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	5705	100.00	16224.39	2.84	4662.48	0.82	7234.84	1.27			Truck	7	N/A	36.30	5.19	12.75	1.82	14.97	2.14			
Greenville Ave Southbound	02:20:00	Car	3239	100.00	6902.80	2.13	1477.59	0.46	3444.50	1.06			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	3239	100.00	6923.00	2.14	1483.47	0.46	3453.54	1.07			Truck	8	N/A	20.20	2.53	5.89	0.74	9.03	1.13			
IH 635 Eastbound	02:20:00	Car	5139	100.00	48897.24	9.51	32544.30	6.33	18553.10	3.61			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	5139	100.00	48897.25	9.51	32544.30	6.33	18553.10	3.61			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
IH 635 Westbound	02:20:00	Car	3325	100.00	10944.62	3.29	667.78	0.20	11758.44	3.54			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	3325	100.00	10944.62	3.29	667.78	0.20	11758.44	3.54			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
SH 190 Eastbound	02:20:00	Car	1170	100.00	3673.41	3.14	216.21	0.18	3979.63	3.40			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	1170	100.00	3673.41	3.14	216.21	0.18	3979.63	3.40			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
SH 190 Westbound	02:20:00	Car	1613	100.00	4360.00	2.70	288.66	0.18	4649.45	2.88			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	1613	100.00	4360.00	2.70	288.66	0.18	4649.45	2.88			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
