			Number of Travelers		Travel Time		Travel Delay		Travel Distance					Number of Travelers		Travel Time		Travel Delay		Travel Distance					Number of Travelers		Travel Time		Travel Delay		Travel Distance					Number of Travelers		Travel Time		Travel Delay		Travel Distance					Number of Travelers		Travel Time		Travel Delay		Travel Distance					Number of Travelers		Travel Time		Travel Delay		Travel Distance				
SH 190 Eastbound	02:00:00	Car	964	100.00	2915.50	3.02	165.82	0.17	3163.39	3.28			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	964	100.00	2915.50	3.02	165.82	0.17	3163.39	3.28			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
SH 190 Westbound	02:00:00	Car	1296	100.00	3916.50	3.02	255.73	0.20	4177.24	3.22			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	1296	100.00	3916.50	3.02	255.73	0.20	4177.24	3.22			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
US 75 Frontage Rd Northbound	02:00:00	Car	13807	100.00	28420.13	2.06	13491.98	0.98	9975.24	0.72			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	13807	100.00	28450.12	2.06	13508.08	0.98	9984.34	0.72			Truck	10	N/A	30.00	3.00	16.10	1.61	9.09	0.91			
US 75 Frontage Rd Southbound	02:00:00	Car	10380	100.00	15403.41	1.48	4069.72	0.39	7467.17	0.72			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	10380	100.00	15426.61	1.49	4076.78	0.39	7478.01	0.72			Truck	14	N/A	23.20	1.66	7.06	0.50	10.84	0.77			
US 75 HOV Northbound	02:00:00	Car	468	100.00	2508.80	5.36	56.03	0.12	2558.99	5.47			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	468	100.00	2508.80	5.36	56.03	0.12	2558.99	5.47			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
US 75 HOV Southbound	02:00:00	Car	90	100.00	648.80	7.21	21.47	0.24	653.09	7.26			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	90	100.00	648.80	7.21	21.47	0.24	653.09	7.26			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
US 75 Northbound	02:00:00	Car	9201	100.00	65067.39	7.07	15988.97	1.74	54434.05	5.92			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	9201	100.00	65097.70	7.08	15994.89	1.74	54460.79	5.92			Truck	3	N/A	30.30	10.10	5.92	1.97	26.74	8.91			
US 75 Southbound	02:00:00	Car	5957	100.00	38338.12	6.44	6404.22	1.08	35566.47	5.97			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	5957	100.00	38352.53	6.44	6405.85	1.08	35580.66	5.97			Truck	3	N/A	14.40	4.80	1.62	0.54	14.19	4.73			
Entire System	02:05:00	Car	70354	98.34	586935.50	8.34	172720.12	2.46	314793.06	4.47			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	1187	1.66	9418.50	7.93	724.59	0.61	9124.35	7.69			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	71541	100.00	596975.62	8.34	173605.89	2.43	324221.47	4.53			Truck	21	N/A	621.50	29.60	161.17	7.67	304.13	14.48			
Greenville Ave Northbound	02:05:00	Car	5441	100.00	16648.21	3.06	4546.12	0.84	7601.45	1.40			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	5441	100.00	16667.31	3.06	4553.29	0.84	7609.45	1.40			Truck	7	N/A	19.10	2.73	7.17	1.02	8.00	1.14			
Greenville Ave Southbound	02:05:00	Car	3224	100.00	7002.20	2.17	1472.99	0.46	3477.12	1.08			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	3224	100.00	7021.00	2.18	1477.85	0.46	3486.23	1.08			Truck	8	N/A	18.80	2.35	4.86	0.61	9.11	1.14			
IH 635 Eastbound	02:05:00	Car	5330	100.00	48482.73	9.10	31756.10	5.96	18938.23	3.55			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	5330	100.00	48482.74	9.10	31756.10	5.96	18938.23	3.55			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
IH 635 Westbound	02:05:00	Car	3109	100.00	10067.51	3.24	616.80	0.20	10790.38	3.47			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	3109	100.00	10067.51	3.24	616.80	0.20	10790.38	3.47			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
SH 190 Eastbound	02:05:00	Car	983	100.00	2939.10	2.99	166.70	0.17	3194.14	3.25			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	983	100.00	2939.10	2.99	166.70	0.17	3194.14	3.25			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
SH 190 Westbound	02:05:00	Car	1375	100.00	3906.60	2.84	257.71	0.19	4162.96	3.03			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	1375	100.00	3906.60	2.84	257.71	0.19	4162.96	3.03			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
US 75 Frontage Rd Northbound	02:05:00	Car	14236	100.00	28497.21	2.00	13581.18	0.95	9961.62	0.70			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	14236	100.00	28521.31	2.00	13588.73	0.95	9972.51	0.70			Truck	11	N/A	24.10	2.19	7.55	0.69	10.90	0.99			
US 75 Frontage Rd Southbound	02:05:00	Car	10835	100.00	16018.50	1.48	4417.26	0.41	7620.70	0.70			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	10835	100.00	16037.60	1.48	4423.28	0.41	7629.17	0.70			Truck	13	N/A	19.10	1.47	6.02	0.46	8.47	0.65			
US 75 HOV Northbound	02:05:00	Car	446	100.00	2523.80	5.66	57.33	0.13	2578.43	5.78			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	446	100.00	2523.80	5.66	57.33	0.13	2578.43	5.78			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
US 75 HOV Southbound	02:05:00	Car	74	100.00	629.00	8.50	20.90	0.28	635.50	8.59			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	74	100.00	629.00	8.50	20.90	0.28	635.50	8.59			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
US 75 Northbound	02:05:00	Car	9322	100.00	65715.11	7.05	16795.80	1.80	54197.46	5.81			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	9322	100.00	65747.70	7.05	16803.98	1.80	54224.18	5.82			Truck	4	N/A	32.60	8.15	8.18	2.04	26.71	6.68			
US 75 Southbound	02:05:00	Car	6300	100.00	39354.31	6.25	6867.94	1.09	36191.83	5.74			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	6300	100.00	39373.31	6.25	6869.87	1.09	36210.91	5.75			Truck	2	N/A	19.00	9.50	1.93	0.96	19.07	9.54			
Entire System	02:10:00	Car	73447	98.36	609597.12	8.30	182235.55	2.48	323707.78	4.41			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	1224	1.64	9366.60	7.65	740.20	0.60	9054.88	7.40			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	74671	100.00	619618.12	8.30	183148.62	2.45	333085.94	4.46			Truck	15	N/A	654.50	43.63	172.89	11.53	323.20	21.55			
Greenville Ave Northbound	02:10:00	Car	5488	100.00	16863.82	3.07	4790.62	0.87	7564.30	1.38			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	5488	100.00	16888.02	3.08	4798.91	0.87	7574.16	1.38			Truck	5	N/A	24.20	4.84	8.29	1.66	9.86	1.97			
Greenville Ave Southbound	02:10:00	Car	3221	100.00	7168.60	2.23	1608.63	0.50	3486.44	1.08			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	3221	100.00	7184.80	2.23	1612.86	0.50	3494.38	1.08			Truck	7	N/A	16.20	2.31	4.24	0.61	7.93	1.13			
IH 635 Eastbound	02:10:00	Car	5338	100.00	48034.52	9.00	31716.42	5.94	18483.65	3.46			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	5338	100.00	48034.52	9.00	31716.41	5.94	18483.65	3.46			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
IH 635 Westbound	02:10:00	Car	3113	100.00	10277.01	3.30	624.42	0.20	11022.28	3.54			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	3113	100.00	10277.01	3.30	624.42	0.20	11022.28	3.54			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
SH 190 Eastbound	02:10:00	Car	1033	100.00	3018.10	2.92	171.28	0.17	3281.51	3.18			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	1033	100.00	3018.10	2.92	171.28	0.17	3281.51	3.18			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
SH 190 Westbound	02:10:00	Car	1420	100.00	3895.10	2.74	260.68	0.18	4145.52	2.92			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	1420	100.00	3895.10	2.74	260.68	0.18	4145.52	2.92			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
US 75 Frontage Rd Northbound	02:10:00	Car	14893	100.00	29151.28	1.96	13768.59	0.92	10260.72	0.69			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	14893	100.00	29177.78	1.96	13779.21	0.93	10271.33	0.69			Truck	11	N/A	26.50	2.41	10.63	0.97	10.61	0.96			
US 75 Frontage Rd Southbound	02:10:00	Car	11469	100.00	16519.71	1.44	4579.60	0.40	7820.47	0.68			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	11469	100.00	16541.51	1.44	4586.13	0.40	7830.39	0.68			Truck	11	N/A	21.80	1.98	6.53	0.59	9.92	0.90			
US 75 HOV Northbound	02:10:00	Car	404	100.00	2396.00	5.93	55.08	0.14	2459.32	6.09			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	404	100.00	2396.00	5.93	55.08	0.14	2459.32	6.09			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
US 75 HOV Southbound	02:10:00	Car	80	100.00	583.20	7.29	19.21	0.24	599.02	7.49			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	80	100.00	583.20	7.29	19.21	0.24	599.02	7.49			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
US 75 Northbound	02:10:00	Car	9540	100.00	67082.96	7.03	17459.00	1.83	54872.23	5.75			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	9540	100.00	67118.16	7.04	17467.64	1.83	54901.21	5.75			Truck	3	N/A	35.20	11.73	8.64	2.88	28.98	9.66			
US 75 Southbound	02:10:00	Car	6856	100.00	42004.03	6.13	7318.10	1.07	38697.08	5.64			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	6856	100.00	42035.12	6.13	7321.12	1.07	38728.43	5.65			Truck	3	N/A	31.10	10.37	3.02	1.01	31.35	10.45			
Entire System	02:15:00	Car	76454	98.43	638677.81	8.35	194759.38	2.55	335318.97	4.39			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	1221	1.57	9484.89	7.77	706.60	0.58	9214.03	7.55			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	77675	100.00	648813.00	8.35	195647.45	2.52	344853.06	4.44			Truck	29	N/A	650.10	22.42	181.48	6.26	320.11	11.04			
Greenville Ave Northbound	02:15:00	Car	5405	100.00	16565.12	3.06	4871.21	0.90	7297.72	1.35			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	5405	100.00	16602.12	3.07	4883.78	0.90	7313.28	1.35			Truck	6	N/A	37.00	6.17	12.57	2.09	15.56	2.59			
Greenville Ave Southbound	02:15:00	Car	3278	100.00	7364.50	2.25	1753.13	0.53	3534.43	1.08			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	3278	100.00	7382.30	2.25	1758.00	0.54	3542.88	1.08			Truck	8	N/A	17.80	2.22	4.87	0.61	8.45	1.06			
IH 635 Eastbound	02:15:00	Car	5323	100.00	47277.77	8.88	31123.13	5.85	18280.28	3.43			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	5323	100.00	47277.77	8.88	31123.13	5.85	18280.28	3.43			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
IH 635 Westbound	02:15:00	Car	3175	100.00	10521.41	3.31	643.44	0.20	11279.46	3.55			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	3175	100.00	10521.41	3.31	643.44	0.20	11279.46	3.55			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
SH 190 Eastbound	02:15:00	Car	1088	100.00	3171.21	2.91	180.80	0.17	3447.50	3.17			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	1088	100.00	3171.21	2.91	180.80	0.17	3447.50	3.17			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
SH 190 Westbound	02:15:00	Car	1535	100.00	4102.00	2.67	274.32	0.18	4366.78	2.84			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	1535	100.00	4102.00	2.67	274.32	0.18	4366.78	2.84			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
US 75 Frontage Rd Northbound	02:15:00	Car	15490	100.00	30308.30	1.96	14301.94	0.92	10680.95	0.69			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	15490	100.00	30338.40	1.96	14316.78	0.92	10691.25	0.69			Truck	9	N/A	30.10	3.34	14.84	1.65	10.31	1.15			
US 75 Frontage Rd Southbound	02:15:00	Car	12132	100.00	16999.70	1.40	4610.50	0.38	8109.22	0.67			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	12132	100.00	17023.10	1.40	4616.65	0.38	8120.60	0.67			Truck	10	N/A	23.40	2.34	6.15	0.61	11.38	1.14			
US 75 HOV Northbound	02:15:00	Car	384	100.00	2271.00	5.91	52.37	0.14	2330.43	6.07			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	384	100.00	2271.00	5.91	52.37	0.14	2330.43	6.07			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
US 75 HOV Southbound	02:15:00	Car	80	100.00	514.20	6.43	17.31	0.22	525.08	6.56			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	80	100.00	514.20	6.43	17.31	0.22	525.08	6.56			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
US 75 Northbound	02:15:00	Car	9870	100.00	68987.78	6.99	18642.49	1.89	55607.24	5.63			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	9870	100.00	69022.98	6.99	18651.13	1.89	55636.23	5.64			Truck	4	N/A	35.20	8.80	8.64	2.16	28.98	7.25			
US 75 Southbound	02:15:00	Car	7400	100.00	45967.23	6.21	8132.86	1.10	42238.90	5.71			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	7400	100.00	46007.54	6.22	8137.18	1.10	42279.04	5.71			Truck	4	N/A	40.30	10.07	4.32	1.08	40.14	10.04			
Entire System	02:20:00	Car	79473	98.39	670708.50	8.44	210189.62	2.64	347630.34	4.37			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	1300	1.61	9932.29	7.64	721.30	0.55	9666.46	7.44			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	80773	100.00	681265.00	8.43	211086.05	2.61	357601.22	4.43			Truck	26	N/A	624.00	24.00	175.14	6.74	304.42	11.71			
Greenville Ave Northbound	02:20:00	Car	5425	100.00	15889.01	2.93	4735.99	0.87	6946.44	1.28			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	5425	100.00	15922.81	2.94	4748.11	0.88	6960.11	1.28			Truck	6	N/A	33.80	5.63	12.12	2.02	13.67	2.28			
Greenville Ave Southbound	02:20:00	Car	3326	100.00	7560.41	2.27	1851.62	0.56	3609.27	1.09			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	3326	100.00	7582.51	2.28	1857.99	0.56	3619.51	1.09			Truck	10	N/A	22.10	2.21	6.38	0.64	10.24	1.02			
IH 635 Eastbound	02:20:00	Car	5217	100.00	46300.00	8.87	30293.75	5.81	18116.58	3.47			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	5217	100.00	46300.00	8.87	30293.75	5.81	18116.58	3.47			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
IH 635 Westbound	02:20:00	Car	3257	100.00	10773.51	3.31	657.65	0.20	11561.97	3.55			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	3257	100.00	10773.51	3.31	657.65	0.20	11561.97	3.55			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
SH 190 Eastbound	02:20:00	Car	1155	100.00	3413.91	2.96	197.35	0.17	3705.82	3.21			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	1155	100.00	3413.91	2.96	197.35	0.17	3705.82	3.21			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
SH 190 Westbound	02:20:00	Car	1596	100.00	4170.50	2.61	278.67	0.17	4439.23	2.78			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	1596	100.00	4170.50	2.61	278.67	0.17	4439.23	2.78			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
US 75 Frontage Rd Northbound	02:20:00	Car	16094	100.00	31953.69	1.99	15106.78	0.94	11237.41	0.70			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	16094	100.00	31981.49	1.99	15120.88	0.94	11246.59	0.70			Truck	8	N/A	27.80	3.48	14.09	1.76	9.18	1.15			
US 75 Frontage Rd Southbound	02:20:00	Car	12885	100.00	18292.11	1.42	5009.05	0.39	8682.43	0.67			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	12885	100.00	18312.51	1.42	5013.59	0.39	8692.84	0.67			Truck	8	N/A	20.40	2.55	4.54	0.57	10.42	1.30			
US 75 HOV Northbound	02:20:00	Car	390	100.00	2211.40	5.67	52.52	0.13	2271.39	5.82			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	390	100.00	2211.40	5.67	52.52	0.13	2271.39	5.82			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
US 75 HOV Southbound	02:20:00	Car	84	100.00	535.00	6.37	18.59	0.22	540.28	6.43			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	84	100.00	535.00	6.37	18.59	0.22	540.28	6.43			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
US 75 Northbound	02:20:00	Car	10135	100.00	71749.55	7.08	20398.86	2.01	56638.19	5.59			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	10135	100.00	71778.45	7.08	20406.47	2.01	56661.36	5.59			Truck	4	N/A	28.90	7.22	7.61	1.90	23.17	5.79			
US 75 Southbound	02:20:00	Car	7880	100.00	50410.24	6.40	9016.19	1.14	46201.70	5.86			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	7880	100.00	50453.74	6.40	9020.87	1.14	46245.02	5.87			Truck	4	N/A	43.50	10.87	4.68	1.17	43.33	10.83			
