			Number of Travelers		Travel Time		Travel Delay		Travel Distance					Number of Travelers		Travel Time		Travel Delay		Travel Distance					Number of Travelers		Travel Time		Travel Delay		Travel Distance					Number of Travelers		Travel Time		Travel Delay		Travel Distance					Number of Travelers		Travel Time		Travel Delay		Travel Distance					Number of Travelers		Travel Time		Travel Delay		Travel Distance				
US 75 Frontage Rd Northbound	02:00:00	Car	13964	100.00	30941.80	2.22	15924.63	1.14	10091.96	0.72			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	13964	100.00	30990.80	2.22	15953.74	1.14	10105.28	0.72			Truck	10	N/A	49.00	4.90	29.11	2.91	13.31	1.33			
US 75 Frontage Rd Southbound	02:00:00	Car	10120	100.00	13935.89	1.38	2958.31	0.29	7243.53	0.72			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	10120	100.00	13959.49	1.38	2965.20	0.29	7254.88	0.72			Truck	15	N/A	23.60	1.57	6.90	0.46	11.35	0.76			
US 75 HOV Northbound	02:00:00	Car	326	100.00	1925.40	5.91	47.12	0.14	1948.43	5.98			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	326	100.00	1925.40	5.91	47.12	0.14	1948.43	5.98			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
US 75 HOV Southbound	02:00:00	Car	90	100.00	583.00	6.48	20.71	0.23	591.10	6.57			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	90	100.00	583.00	6.48	20.71	0.23	591.10	6.57			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
US 75 Northbound	02:00:00	Car	8877	100.00	52980.69	5.97	6021.24	0.68	52939.27	5.96			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	8877	100.00	53007.19	5.97	6024.08	0.68	52965.75	5.97			Truck	3	N/A	26.50	8.83	2.84	0.95	26.49	8.83			
US 75 Southbound	02:00:00	Car	5814	100.00	36599.02	6.29	3795.25	0.65	36941.16	6.35			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	5814	100.00	36613.32	6.30	3796.62	0.65	36955.59	6.36			Truck	4	N/A	14.30	3.58	1.37	0.34	14.44	3.61			
Entire System	02:05:00	Car	66476	98.38	539462.62	8.12	148015.22	2.23	300263.78	4.52			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	1098	1.62	8815.80	8.03	688.54	0.63	8520.72	7.76			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	67574	100.00	548904.31	8.12	148868.55	2.20	309091.34	4.57			Truck	19	N/A	625.90	32.94	164.78	8.67	306.93	16.15			
Greenville Ave Northbound	02:05:00	Car	5023	100.00	13517.31	2.69	3551.66	0.71	6254.66	1.25			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	5023	100.00	13533.91	2.69	3556.26	0.71	6262.63	1.25			Truck	6	N/A	16.60	2.77	4.60	0.77	7.97	1.33			
Greenville Ave Southbound	02:05:00	Car	2949	100.00	6403.50	2.17	1300.54	0.44	3214.51	1.09			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	2949	100.00	6424.60	2.18	1305.91	0.44	3224.67	1.09			Truck	9	N/A	21.10	2.34	5.37	0.60	10.16	1.13			
IH 635 Eastbound	02:05:00	Car	4955	100.00	40821.33	8.24	25261.92	5.10	17632.12	3.56			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	4955	100.00	40821.33	8.24	25261.92	5.10	17632.12	3.56			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
IH 635 Westbound	02:05:00	Car	2928	100.00	9126.62	3.12	567.04	0.19	9767.78	3.34			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	2928	100.00	9126.62	3.12	567.04	0.19	9767.78	3.34			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
SH 190 Eastbound	02:05:00	Car	1032	100.00	3215.00	3.12	183.32	0.18	3490.27	3.38			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	1032	100.00	3215.00	3.12	183.32	0.18	3490.27	3.38			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
SH 190 Westbound	02:05:00	Car	1356	100.00	4006.40	2.95	257.50	0.19	4273.39	3.15			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	1356	100.00	4006.40	2.95	257.50	0.19	4273.39	3.15			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
US 75 Frontage Rd Northbound	02:05:00	Car	14486	100.00	32754.80	2.26	17916.29	1.24	9961.61	0.69			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	14486	100.00	32797.20	2.26	17937.59	1.24	9975.74	0.69			Truck	9	N/A	42.40	4.71	21.30	2.37	14.13	1.57			
US 75 Frontage Rd Southbound	02:05:00	Car	10501	100.00	14603.50	1.39	3216.01	0.31	7488.47	0.71			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	10501	100.00	14624.00	1.39	3222.25	0.31	7497.87	0.71			Truck	13	N/A	20.50	1.58	6.24	0.48	9.41	0.72			
US 75 HOV Northbound	02:05:00	Car	330	100.00	2003.20	6.07	48.89	0.15	2045.36	6.20			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	330	100.00	2003.20	6.07	48.89	0.15	2045.36	6.20			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
US 75 HOV Southbound	02:05:00	Car	106	100.00	630.60	5.95	22.65	0.21	635.49	6.00			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	106	100.00	630.60	5.95	22.65	0.21	635.49	6.00			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
US 75 Northbound	02:05:00	Car	8956	100.00	52652.08	5.88	5865.38	0.65	52769.15	5.89			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	8956	100.00	52678.99	5.88	5868.08	0.66	52796.30	5.90			Truck	5	N/A	26.90	5.38	2.70	0.54	27.15	5.43			
US 75 Southbound	02:05:00	Car	6067	100.00	36960.39	6.09	3914.47	0.65	37242.47	6.14			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	6067	100.00	36980.79	6.10	3915.91	0.65	37263.64	6.14			Truck	2	N/A	20.40	10.20	1.44	0.72	21.17	10.59			
Entire System	02:10:00	Car	69275	98.40	561108.06	8.10	158069.17	2.28	308152.91	4.45			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	1127	1.60	8800.80	7.81	654.54	0.58	8550.15	7.59			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	70402	100.00	570567.94	8.10	158899.38	2.26	317029.69	4.50			Truck	19	N/A	659.40	34.71	175.67	9.25	326.71	17.20			
Greenville Ave Northbound	02:10:00	Car	5212	100.00	14793.50	2.84	4266.36	0.82	6587.95	1.26			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	5212	100.00	14819.70	2.84	4272.20	0.82	6600.34	1.27			Truck	6	N/A	26.20	4.37	5.85	0.97	12.39	2.07			
Greenville Ave Southbound	02:10:00	Car	2918	100.00	6273.40	2.15	1308.74	0.45	3128.51	1.07			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	2918	100.00	6295.50	2.16	1314.67	0.45	3138.92	1.08			Truck	8	N/A	22.10	2.76	5.93	0.74	10.42	1.30			
IH 635 Eastbound	02:10:00	Car	4959	100.00	41425.32	8.35	25801.23	5.20	17705.18	3.57			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	4959	100.00	41425.32	8.35	25801.23	5.20	17705.18	3.57			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
IH 635 Westbound	02:10:00	Car	2927	100.00	9145.81	3.12	564.07	0.19	9804.75	3.35			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	2927	100.00	9145.81	3.12	564.07	0.19	9804.75	3.35			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
SH 190 Eastbound	02:10:00	Car	1082	100.00	3352.71	3.10	191.82	0.18	3639.44	3.36			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	1082	100.00	3352.71	3.10	191.82	0.18	3639.44	3.36			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
SH 190 Westbound	02:10:00	Car	1380	100.00	3914.40	2.84	258.50	0.19	4173.22	3.02			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	1380	100.00	3914.40	2.84	258.50	0.19	4173.22	3.02			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
US 75 Frontage Rd Northbound	02:10:00	Car	15126	100.00	34110.51	2.26	19062.63	1.26	10093.07	0.67			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	15126	100.00	34148.61	2.26	19084.18	1.26	10104.32	0.67			Truck	10	N/A	38.10	3.81	21.56	2.16	11.25	1.13			
US 75 Frontage Rd Southbound	02:10:00	Car	11198	100.00	16206.20	1.45	3826.56	0.34	8086.01	0.72			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	11198	100.00	16225.50	1.45	3832.59	0.34	8094.80	0.72			Truck	10	N/A	19.30	1.93	6.03	0.60	8.79	0.88			
US 75 HOV Northbound	02:10:00	Car	306	100.00	1990.60	6.51	50.29	0.16	2023.42	6.61			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	306	100.00	1990.60	6.51	50.29	0.16	2023.42	6.61			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
US 75 HOV Southbound	02:10:00	Car	98	100.00	702.00	7.16	24.93	0.25	705.66	7.20			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	98	100.00	702.00	7.16	24.93	0.25	705.66	7.20			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
US 75 Northbound	02:10:00	Car	9137	100.00	53417.30	5.85	5992.94	0.66	53558.44	5.86			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	9137	100.00	53446.60	5.85	5995.56	0.66	53588.35	5.86			Truck	4	N/A	29.30	7.32	2.62	0.65	29.91	7.48			
US 75 Southbound	02:10:00	Car	6479	100.00	38330.72	5.92	4105.76	0.63	38619.96	5.96			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	6479	100.00	38362.62	5.92	4108.13	0.63	38653.07	5.97			Truck	3	N/A	31.90	10.63	2.38	0.79	33.10	11.03			
Entire System	02:15:00	Car	71968	98.42	588653.38	8.18	171569.69	2.38	318157.06	4.42			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	1156	1.58	8946.30	7.74	660.60	0.57	8695.76	7.52			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	73124	100.00	598246.81	8.18	172406.69	2.36	327175.78	4.47			Truck	32	N/A	647.20	20.23	176.41	5.51	323.22	10.10			
Greenville Ave Northbound	02:15:00	Car	5309	100.00	15700.10	2.96	4931.43	0.93	6727.55	1.27			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	5309	100.00	15738.10	2.96	4943.29	0.93	6743.84	1.27			Truck	6	N/A	38.00	6.33	11.86	1.98	16.29	2.72			
Greenville Ave Southbound	02:15:00	Car	2974	100.00	6050.60	2.03	1289.79	0.43	3016.41	1.01			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	2974	100.00	6074.30	2.04	1296.37	0.44	3027.34	1.02			Truck	9	N/A	23.70	2.63	6.58	0.73	10.93	1.21			
IH 635 Eastbound	02:15:00	Car	4918	100.00	42062.13	8.55	26522.28	5.39	17616.22	3.58			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	4918	100.00	42062.13	8.55	26522.28	5.39	17616.22	3.58			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
IH 635 Westbound	02:15:00	Car	2941	100.00	9281.71	3.16	569.92	0.19	9969.09	3.39			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	2941	100.00	9281.71	3.16	569.92	0.19	9969.09	3.39			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
SH 190 Eastbound	02:15:00	Car	1149	100.00	3538.31	3.08	206.39	0.18	3830.91	3.33			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	1149	100.00	3538.31	3.08	206.39	0.18	3830.91	3.33			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
SH 190 Westbound	02:15:00	Car	1401	100.00	3883.50	2.77	254.71	0.18	4137.70	2.95			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	1401	100.00	3883.50	2.77	254.71	0.18	4137.70	2.95			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
US 75 Frontage Rd Northbound	02:15:00	Car	15746	100.00	35663.42	2.26	19920.11	1.27	10539.07	0.67			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	15746	100.00	35695.42	2.27	19937.57	1.27	10548.95	0.67			Truck	12	N/A	32.00	2.67	17.46	1.45	9.88	0.82			
US 75 Frontage Rd Southbound	02:15:00	Car	11890	100.00	17762.20	1.49	4510.17	0.38	8628.54	0.73			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	11890	100.00	17789.40	1.50	4517.35	0.38	8642.09	0.73			Truck	12	N/A	27.20	2.27	7.18	0.60	13.54	1.13			
US 75 HOV Northbound	02:15:00	Car	298	100.00	1832.80	6.15	47.71	0.16	1894.02	6.36			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	298	100.00	1832.80	6.15	47.71	0.16	1894.02	6.36			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
US 75 HOV Southbound	02:15:00	Car	124	100.00	763.80	6.16	26.78	0.22	771.61	6.22			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	124	100.00	763.80	6.16	26.78	0.22	771.61	6.22			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
US 75 Northbound	02:15:00	Car	9359	100.00	54899.80	5.87	6559.97	0.70	54695.99	5.84			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	9359	100.00	54929.11	5.87	6562.59	0.70	54725.90	5.85			Truck	4	N/A	29.30	7.32	2.62	0.65	29.91	7.48			
US 75 Southbound	02:15:00	Car	6881	100.00	40634.84	5.91	4420.55	0.64	40900.94	5.94			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	6881	100.00	40673.44	5.91	4423.38	0.64	40941.05	5.95			Truck	4	N/A	38.60	9.65	2.83	0.71	40.12	10.03			
Entire System	02:20:00	Car	74658	98.43	618704.44	8.29	186702.72	2.50	328924.88	4.41			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	1194	1.57	9193.60	7.70	634.10	0.53	8984.16	7.52			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	75852	100.00	628513.38	8.29	187503.28	2.47	338214.84	4.46			Truck	24	N/A	615.10	25.63	166.47	6.94	305.84	12.74			
Greenville Ave Northbound	02:20:00	Car	5519	100.00	15997.31	2.90	5365.19	0.97	6617.59	1.20			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	5519	100.00	16035.01	2.91	5377.90	0.97	6633.14	1.20			Truck	6	N/A	37.70	6.28	12.71	2.12	15.54	2.59			
Greenville Ave Southbound	02:20:00	Car	3031	100.00	6225.20	2.05	1369.01	0.45	3079.10	1.02			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	3031	100.00	6253.30	2.06	1377.48	0.45	3091.66	1.02			Truck	11	N/A	28.10	2.55	8.47	0.77	12.56	1.14			
IH 635 Eastbound	02:20:00	Car	4795	100.00	42552.44	8.87	27271.49	5.69	17326.30	3.61			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	4795	100.00	42552.44	8.87	27271.49	5.69	17326.30	3.61			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
IH 635 Westbound	02:20:00	Car	2957	100.00	9636.71	3.26	588.09	0.20	10333.89	3.49			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	2957	100.00	9636.71	3.26	588.09	0.20	10333.89	3.49			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
SH 190 Eastbound	02:20:00	Car	1202	100.00	3725.71	3.10	218.86	0.18	4034.18	3.36			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	1202	100.00	3725.71	3.10	218.86	0.18	4034.18	3.36			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
SH 190 Westbound	02:20:00	Car	1487	100.00	4011.50	2.70	265.16	0.18	4269.24	2.87			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	1487	100.00	4011.50	2.70	265.16	0.18	4269.24	2.87			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
US 75 Frontage Rd Northbound	02:20:00	Car	16452	100.00	37806.64	2.30	21191.06	1.29	11135.90	0.68			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	16452	100.00	37829.24	2.30	21202.22	1.29	11143.64	0.68			Truck	10	N/A	22.60	2.26	11.16	1.12	7.73	0.77			
US 75 Frontage Rd Southbound	02:20:00	Car	12566	100.00	19258.60	1.53	5306.59	0.42	9066.43	0.72			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	12566	100.00	19283.00	1.53	5312.18	0.42	9079.09	0.72			Truck	10	N/A	24.40	2.44	5.59	0.56	12.65	1.27			
US 75 HOV Northbound	02:20:00	Car	266	100.00	1799.20	6.76	47.46	0.18	1833.58	6.89			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	266	100.00	1799.20	6.76	47.46	0.18	1833.58	6.89			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
US 75 HOV Southbound	02:20:00	Car	134	100.00	853.00	6.37	29.73	0.22	864.53	6.45			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	134	100.00	853.00	6.37	29.73	0.22	864.53	6.45			Truck	0	N/A	0.00	0.00	0.00	0.00	0.00	0.00			
US 75 Northbound	02:20:00	Car	9637	100.00	57125.02	5.93	7754.05	0.80	55886.89	5.80			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	9637	100.00	57147.21	5.93	7755.70	0.80	55909.92	5.80			Truck	4	N/A	22.20	5.55	1.64	0.41	23.03	5.76			
US 75 Southbound	02:20:00	Car	7283	100.00	43296.63	5.94	4939.90	0.68	43321.75	5.95			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	7283	100.00	43338.53	5.95	4943.13	0.68	43365.07	5.95			Truck	4	N/A	41.90	10.47	3.23	0.81	43.33	10.83			
Entire System	02:25:00	Car	77350	98.42	650424.62	8.41	203626.02	2.63	339588.62	4.39			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	1245	1.58	9358.20	7.52	665.30	0.53	9121.82	7.33			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	78595	100.00	660380.38	8.40	204448.73	2.60	349003.00	4.44			Truck	12	N/A	597.50	49.79	157.43	13.12	292.44	24.37			
Greenville Ave Northbound	02:25:00	Car	5670	100.00	15378.49	2.71	5381.08	0.95	6209.01	1.10			Bus	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Rail	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Park and Ride	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00			Total	5670	100.00	15413.09	2.72	5394.16	0.95	6222.23	1.10			Truck	4	N/A	34.60	8.65	13.08	3.27	13.22	3.31			
